,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.07,0.05,0.20,0.09,0.04,0.11,0.06,1.10,0.88,0.38
Current Ratio,0.29,0.22,0.35,0.24,0.18,0.24,0.23,1.22,0.97,0.71
Quick Ratio,0.19,0.12,0.26,0.13,0.08,0.15,0.11,1.13,0.90,0.42
CFO/Avg Current Liab,0.40,0.50,0.66,0.73,0.67,0.62,0.60,-0.71,-0.43,-0.16
Common Equity/Total Assets,47.74,49.60,52.06,57.04,58.01,59.98,59.96,30.69,12.78,1.24
Long-Term Debt/Equity (%),32.95,30.32,31.19,36.98,28.88,32.31,38.14,113.86,244.94,469.17
Long-Term Debt/Capital (%),28.19,25.66,25.38,26.39,21.29,22.09,25.12,52.21,71.81,90.74
Long-Term Debt/Total Assets (%),20.18,18.63,18.89,21.46,17.15,18.62,21.47,43.67,55.77,64.10
Total Debt/Equity (%),38.93,37.42,36.97,41.84,37.97,42.23,45.35,138.07,284.95,507.94
Total Debt/Capital (%),33.30,31.67,30.08,29.86,27.99,28.87,29.86,63.31,83.54,98.24
Total Debt/Total Assets (%),23.84,22.99,22.39,24.28,22.55,24.35,25.53,52.95,64.88,69.40
CFO/Total Liabilities,18.23,22.50,29.39,31.42,32.13,30.90,27.80,-19.07,-9.97,-3.74
CFO/CapEx,1.32,1.33,1.98,1.68,1.81,1.48,1.01,-1.74,-1.14,-0.34
Altman's Z-Score,2.22,2.55,2.86,2.88,3.10,2.89,2.42,0.58,0.07,0.05
