,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,1675,1379,15794,16140,14032,12141,13820,15941,13448,12465
ST Debt,1058,894,691,3532,3850,2005,4425,3755,3552,4612
LT Debt,617,485,15103,12608,10182,10136,9395,12186,9896,7853
Total Debt/EBITDA,0.20,0.17,2.06,2.06,2.85,3.28,2.56,3.87,2.82,2.69
Net Debt/EBITDA,-0.06,-0.12,0.78,0.40,0.90,1.96,1.87,2.84,1.98,1.79
Total Debt/EBIT,0.42,0.36,4.24,3.98,7.47,10.74,4.84,10.69,6.17,5.77
Net Debt/EBIT,-0.13,-0.25,1.60,0.78,2.37,6.43,3.53,7.85,4.34,3.84
EBITDA to Interest Expense,-103.11,-87.48,-852.33,-27.58,-15.07,-13.53,-30.45,-19.14,22.64,24.68
EBITDA-CapEx/Interest Expense,-72.28,-47.70,-480.78,-16.04,-5.48,-2.74,-14.31,-8.06,10.78,8.07
EBIT to Interest Expense,-48.84,-41.95,-413.78,-14.29,-5.74,-4.12,-16.12,-6.93,10.33,11.49
Interest Expense,-81,-91,-9,-284,-327,-274,-177,-215,211,188
Common Equity/Total Assets,0,0,0,3.51,-11.76,-10.60,-14.71,-15.48,-9.68,-9.34
Long-Term Debt/Equity (%),1.61,1.30,44.53,40.00,43.32,47.65,54.78,75.71,49.44,39.44
Long-Term Debt/Capital (%),29.92,27.32,93.36,66.33,148.66,161.12,150.27,159.80,125.11,109.48
Long-Term Debt/Total Assets (%),0.90,0.75,18.58,15.82,16.58,18.27,18.14,22.56,17.15,13.75
Total Debt/Equity (%),4.36,3.71,46.57,51.21,59.70,57.07,80.59,99.04,67.18,62.61
Total Debt/Capital (%),81.23,77.69,97.63,84.91,204.88,192.99,221.05,209.03,170.01,173.78
Total Debt/Total Assets (%),2.44,2.12,19.43,20.26,22.85,21.88,26.68,29.51,23.31,21.82
Net Debt to Equity,-1.32,-2.53,17.55,10.00,18.94,34.13,58.70,72.74,47.22,41.70
Net Debt/Capital (%),422.50,172.79,93.95,52.36,-163.11,514.60,402.84,345.06,241.49,275.81
EBITDA,8352,7961,7671,7834,4929,3706,5389,4116,4776,4640
EBITDA-CapEx,5855,4341,4327,4554,1792,750,2533,1733,2274,1518
Operating Income (Loss),3956,3817,3724,4059,1878,1130,2854,1491,2179,2160
