,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,0,0,14908,21467,22298,21245,21105,11120,18972,18434
- Cash & Cash Equivalents,2182,2319,9842,12987,9579,4880,3753,4233,3996,4163
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,387,396,383,70,39,35,51,47,46,45
+ Total Debt,1675,1379,15794,16140,14032,12141,13820,15941,13448,12465
Enterprise Value,-120,-544,21243,24690,26790,28541,31223,22875,28470,26781
Total Capital,2062,1775,16177,19009,6849,6291,6252,7626,7910,7173
Total Debt/Capital (%),81.23,77.69,97.63,84.91,204.88,192.99,221.05,209.03,170.01,173.78
Total Debt / EV,-13.96,-2.53,0.74,0.65,0.52,0.43,0.44,0.70,0.47,0.47
EV/Sales,0,0,0.41,0.49,0.93,0.93,1.07,0.85,1.02,0.94
EV/EBITDA,0,0,2.77,3.15,5.44,7.70,5.79,5.56,5.96,5.77
EV/EBIT,0,0,5.70,6.08,14.27,25.26,10.94,15.34,13.07,12.40
EV/Cash Flow to Firm,0,0,5.83,5.21,73.43,31.47,8.05,10.98,4.69,5.60
EV/Free Cash Flow to Firm,0,0,3.04,3.08,7.65,7.39,4.64,5.12,3.32,3.39
Diluted Market Cap,0,0,15691,22408,23403,23186,22279,11180,19484,19024
Diluted Enterprise Value,-120,-544,22026,25631,27895,30482,32397,22935,28982,27371
EV per Share,0,0,12.19,14.82,16.80,20.06,24.13,17.77,21.98,20.91
TTM Sales,57371,55123,52107,50123,28871,30852,29135,26982,27784,28496
TTM EBITDA,8352,7961,7671,7834,4929,3706,5389,4116,4776,4640
TTM Operating Income,3956,3817,3724,4059,1878,1130,2854,1491,2179,2160
TTM Cash Flow to Firm,8681,6844,3646,4738,365,907,3877,2083,6073,4779
TTM Free Cash Flow to Firm,11178,10464,6990,8018,3502,3863,6733,4466,8575,7901
