,2019,2020,2021,2022
+ Net Income,451,518,878,921
+ Depreciation & Amortization,220,224,242,288
+ Non-Cash Items,36,11,-145,-7
+ Stock-Based Compensation,13,16,17,21
+ Deferred Income Taxes,0,0,0,0
+ Asset Impairment Charge,0,0,0,0
+ Other Non-Cash Adj,23,-5,-162,-29
+ Chg in Non-Cash Work Cap,1,18,-22,36
+ (Inc) Dec in Accts Receiv,0,0,0,0
+ (Inc) Dec in Inventories,0,0,0,0
+ (Inc) Dec in Prepaid Assets,0,0,0,0
+ Inc (Dec) in Accts Payable,16,18,11,29
+ Inc (Dec) in Other,-15,0,-33,7
+ Net Cash From Disc Ops,0,0,0,0
Cash from Operating Activities,708,771,952,1238
+ Change in Fixed & Intang,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0
+ Disp of Fixed Prod Assets,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0
+ Acq of Fixed & Intang,-8,-7,-4,-23
+ Acq of Fixed Prod Assets,-8,-7,-4,-23
+ Acq of Intangible Assets,0,0,0,0
+ Net Change in LT Investment,0,-300,0,0
+ Dec in LT Investment,0,0,0,0
+ Inc in LT Investment,0,-300,0,0
+ Net Cash From Acq & Div,-194,-64,-23,-276
+ Cash from Divestitures,4,0,32,0
+ Cash for Acq of Subs,-198,-65,-55,-276
+ Cash for JVs,0,0,0,0
+ Other Investing Activities,-420,-584,-811,-1350
+ Net Cash From Disc Ops,0,0,0,0
Cash from Investing Activities,-622,-955,-838,-1648
+ Dividends Paid,-458,-468,-601,-805
+ Net Cash From Debt,205,691,207,1376
+ Cash From Debt,2214,3281,5707,5584
+ Repayments of Debt,-2009,-2590,-5500,-4208
+ Cash (Repurchase) of Equity,199,36,273,-63
+ Increase in Capital Stock,199,103,273,0
+ Decrease in Capital Stock,0,-68,0,-63
+ Other Financing Activities,-34,-18,-46,-76
+ Net Cash From Disc Ops,0,0,0,0
Cash from Financing Activities,-88,241,-167,432
Effect of Foreign Exchange Rates,0,0,0,0
Net Changes in Cash,-2,57,-52,22
EBITDA,854,873,1077,1326
EBITDA Margin (%),65.24,64.33,68.28,68.91
Net Cash Paid for Acquisitions,194,64,23,276
Free Cash Flow,700,764,949,1215
Free Cash Flow to Firm,887,932,1111,1430
Free Cash Flow to Equity,0,1455,1155,2592
Free Cash Flow per Basic Share,5.46,5.90,7.11,9.07
Price/Free Cash Flow,20.14,19.29,33.20,16.54
Cash Flow to Net Income,1.69,1.60,1.15,1.44
