,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,12.34,103.04,0,0,42.99,11.15,0,0,17.80,4.98
Price/Earnings Average,11.63,114.89,-7.26,-95.77,37.42,13.89,-42.93,-1.11,16.90,4.71
Price/Earnings High,12.97,128.34,-8.18,-104.43,43.22,16.17,-56.57,-2.79,21.96,6.10
Price/Earnings Low,10.08,91.55,-6.21,-77.37,33.38,10.48,-30.61,-0.50,10.64,2.31
Price/Book Value,1.72,1.73,1.95,2.35,2.55,1.89,1.78,5.19,5.76,3.39
Price/Book Value Average,1.62,1.93,2.17,2.38,2.22,2.36,2.29,5.51,5.47,3.20
Price/Book Value High,1.80,2.15,2.44,2.59,2.56,2.75,3.02,13.80,7.11,4.15
Price/Book Value Low,1.40,1.53,1.86,1.92,1.98,1.78,1.63,2.47,3.44,1.57
Price/Tangible Book Value,1.66,1.79,2.10,2.53,2.74,2.12,1.49,1.89,2.56,2.79
Price/Tangible Book Value Average,1.57,2.00,2.33,2.56,2.38,2.65,1.91,2.01,2.43,2.63
Price/Tangible Book Value High,1.75,2.23,2.62,2.79,2.75,3.08,2.51,5.03,3.16,3.42
Price/Tangible Book Value Low,1.36,1.59,1.99,2.07,2.13,2.00,1.36,0.90,1.53,1.29
Price/Sales,2.98,3.29,4.10,5.39,4.51,2.58,1.62,0.92,1.04,1.59
Price/Sales Average,2.81,3.66,4.56,5.45,3.92,3.22,2.07,0.98,0.99,1.50
Price/Sales High,3.13,4.09,5.13,5.94,4.53,3.75,2.73,2.45,1.29,1.95
Price/Sales Low,2.43,2.92,3.89,4.40,3.50,2.43,1.48,0.44,0.62,0.74
Price/Cash Flow,5.63,5.73,15.74,21.60,11.28,6.01,4.57,4.28,2.64,3.47
Price/Cash Flow Average,5.31,6.39,17.48,21.82,9.82,7.48,5.87,4.55,2.51,3.28
Price/Cash Flow High,5.92,7.14,19.67,23.80,11.34,8.71,7.74,11.38,3.26,4.25
Price/Cash Flow Low,4.60,5.10,14.94,17.63,8.76,5.64,4.19,2.04,1.58,1.61
Price/Free Cash Flow,3.62,3.26,5.62,10.17,6.56,3.65,2.38,2.39,2.13,2.98
Price/Free Cash Flow Average,3.41,3.64,6.24,10.28,5.71,4.55,3.06,2.53,2.02,2.82
Price/Free Cash Flow High,3.81,4.06,7.02,11.20,6.60,5.29,4.03,6.34,2.63,3.65
Price/Free Cash Flow Low,2.96,2.90,5.33,8.30,5.10,3.43,2.18,1.14,1.27,1.38
EV/Sales,3.10,3.40,4.51,6.15,5.16,2.95,4.08,3.47,2.48,2.35
EV/Sales Average,2.93,3.77,4.96,6.20,4.57,3.58,4.58,3.52,2.43,2.27
EV/Sales High,3.26,4.20,5.53,6.70,5.18,4.09,5.31,5.02,2.73,2.70
EV/Sales Low,2.56,3.04,4.30,5.16,4.15,2.80,3.93,2.98,2.06,1.52
EV/EBITDA,2.55,6.37,11.18,19.19,12.66,5.78,9.45,9.03,4.92,4.19
EV/EBITDA Average,2.41,7.07,12.30,19.37,11.22,7.01,10.62,9.18,4.81,4.04
EV/EBITDA High,2.67,7.86,13.72,20.90,12.72,8.03,12.31,13.07,5.40,4.81
EV/EBITDA Low,2.10,5.69,10.67,16.10,10.19,5.48,9.10,7.75,4.09,2.71
EV/EBIT,3.10,10.86,116.41,0,58.92,10.28,29.53,0,13.81,6.31
EV/EBIT Average,2.93,12.05,128.06,-60.42,52.25,12.46,33.20,-49.89,13.52,6.08
EV/EBIT High,3.26,13.41,142.80,-65.22,59.20,14.26,38.47,-71.04,15.17,7.24
EV/EBIT Low,2.56,9.71,111.01,-50.21,47.42,9.75,28.44,-42.12,11.48,4.08
Last Price,90.58,81.26,66.91,71.23,73.66,60.47,40.70,17.91,28.97,62.99
High Price,95.25,101.21,83.60,78.48,74.06,87.67,68.83,47.58,35.75,77.13
Low Price,73.97,72.20,63.49,58.14,57.20,56.83,37.25,8.52,17.32,29.15
Enterprise Value,75897,65670,56227,62023,64514,52600,83131,61736,64446,86225
Enterprise Value Average,71772,72870,61854,62590,57213,63747,93451,62765,63078,83093
Enterprise Value High,79611,81042,68974,67563,64820,72983,108283,89374,70779,98949
Enterprise Value Low,62673,58685,53619,52020,51920,49872,80047,52989,53564,55774
