,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),23.98,27.64,34.51,30.00,35.84,24.67,19.58,23.84,34.77,3.90
Return on Assets (%),7.44,6.87,5.67,3.33,3.99,3.45,1.49,1.32,2.16,0.25
Return on Capital (%),11.16,9.95,9.30,6.66,0,7.76,6.53,7.04,8.87,1.21
Return on Invested Capital (%),11.49,10.68,10.93,6.22,0,6.57,2.92,2.08,3.04,1.15
Gross Margin (%),63.72,62.72,63.15,60.40,51.50,67.47,57.78,50.82,55.73,57.90
EBITDA Margin (%),19.74,20.65,21.42,21.15,25.41,37.43,33.99,33.79,35.79,37.15
Operating Margin (%),15.03,15.88,16.46,14.66,14.06,21.89,16.11,12.04,15.94,18.63
Incremental Operating Margin (%),-58.46,27.08,23.28,-25.44,12.43,-29.27,3.52,4.08,42.26,69.38
Pretax Margin (%),14.07,14.77,15.04,12.45,9.88,16.70,10.54,8.00,12.25,2.50
Profit Margin (%),9.10,9.60,10.02,9.37,11.78,13.43,8.77,7.87,11.33,1.24
Net Income to Common Margin (%),9.10,9.60,10.02,9.37,11.78,13.43,8.77,7.87,11.33,1.24
Effective Tax Rate (%),28.59,28.46,25.89,19.59,0,13.78,12.01,12.99,16.18,74.31
Dvd Payout Ratio (%),2.37,1.95,1.57,1.76,1.30,1.22,17.08,37.27,25.71,156.43
Sustainable Growth Rate (%),23.42,27.10,33.97,29.47,35.38,24.37,16.23,14.95,25.83,-2.20
