,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,4120,5526,6101,7990,7503,14434,14557,12265,15691,14445
- Cash & Cash Equivalents,4,5,3,3,3,160,23,145,26,25
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,6,6,15,27,-48,-37,-27,-15,-3,10
+ Total Debt,3576,3668,3581,4018,4073,8527,9950,10321,11166,12036
Enterprise Value,7697,9195,9693,12033,11525,22762,24457,22426,26828,26466
Total Capital,4948,5188,5248,5833,5909,18520,18545,19089,20451,21564
Total Debt/Capital (%),72.27,70.70,68.22,68.89,68.93,46.04,53.65,54.07,54.60,55.82
Total Debt / EV,0.46,0.40,0.37,0.33,0.35,0.37,0.41,0.46,0.42,0.45
EV/Sales,3.25,3.53,3.94,4.70,4.48,5.32,4.75,4.56,4.80,4.52
EV/EBITDA,8.80,9.73,10.11,11.49,10.85,14.26,14.78,10.77,11.65,11.57
EV/EBIT,13.29,14.53,15.61,17.65,17.50,24.38,20.63,19.61,19.80,20.33
EV/Cash Flow to Firm,9.25,9.69,11.65,12.95,11.18,13.01,21.27,10.76,15.96,12.13
EV/Free Cash Flow to Firm,4.77,5.11,6.33,5.97,6.42,8.07,14.01,6.15,7.34,6.09
Diluted Market Cap,4121,5573,6011,8030,7529,12103,15409,12301,15712,14493
Diluted Enterprise Value,7698,9243,9604,12073,11551,20432,25309,22462,26848,26513
EV per Share,60.01,69.83,68.58,84.86,81.11,89.15,107.91,98.87,117.00,115.30
TTM Sales,2371,2602,2459,2562,2571,4276,5148,4913,5587,5859
TTM EBITDA,874,945,959,1047,1063,1596,1655,2082,2303,2287
TTM Operating Income,579,633,621,682,659,934,1186,1144,1355,1302
TTM Cash Flow to Firm,832,949,832,929,1030,1750,1150,2084,1681,2182
TTM Free Cash Flow to Firm,1612,1801,1532,2016,1795,2820,1746,3644,3653,4349
