,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,14.00,17.42,20.40,23.10,23.23,22.57,22.96,19.87,17.81,19.22
Price/Earnings Average,13.86,14.93,18.25,21.53,23.33,21.78,21.68,21.64,16.18,19.83
Price/Earnings High,15.23,17.91,20.81,23.58,25.22,24.39,24.24,28.14,18.08,22.34
Price/Earnings Low,12.46,13.14,16.01,16.40,21.64,18.79,19.51,15.44,13.52,16.53
Price/Book Value,3.02,3.65,3.69,4.47,3.98,1.44,1.69,1.40,1.69,1.52
Price/Book Value Average,2.99,3.13,3.30,4.16,4.00,1.39,1.59,1.52,1.53,1.57
Price/Book Value High,3.28,3.75,3.77,4.56,4.32,1.56,1.78,1.98,1.71,1.76
Price/Book Value Low,2.68,2.76,2.90,3.17,3.71,1.20,1.43,1.09,1.28,1.31
Price/Tangible Book Value,1.34,1.67,1.66,2.08,1.94,1.89,2.34,1.92,2.27,2.02
Price/Tangible Book Value Average,1.33,1.43,1.49,1.94,1.95,1.82,2.21,2.09,2.06,2.08
Price/Tangible Book Value High,1.46,1.72,1.69,2.13,2.11,2.04,2.48,2.72,2.31,2.35
Price/Tangible Book Value Low,1.19,1.26,1.30,1.48,1.81,1.57,1.99,1.49,1.72,1.74
Price/Sales,1.73,2.10,2.42,3.13,2.93,2.83,2.99,2.50,2.80,2.47
Price/Sales Average,1.71,1.80,2.17,2.91,2.94,2.73,2.82,2.72,2.55,2.55
Price/Sales High,1.88,2.16,2.47,3.19,3.18,3.06,3.15,3.54,2.85,2.87
Price/Sales Low,1.54,1.58,1.90,2.22,2.73,2.35,2.54,1.94,2.13,2.12
Price/Cash Flow,5.83,6.62,8.33,9.74,8.25,8.07,18.70,7.00,11.59,8.03
Price/Cash Flow Average,5.77,5.67,7.46,9.07,8.28,7.79,17.65,7.63,10.53,8.28
Price/Cash Flow High,6.34,6.81,8.50,9.94,8.95,8.73,19.74,9.92,11.77,9.33
Price/Cash Flow Low,5.19,4.99,6.54,6.91,7.68,6.72,15.88,5.44,8.80,6.91
Price/Free Cash Flow,2.78,3.32,4.25,4.21,4.49,4.71,10.86,3.71,4.73,3.65
Price/Free Cash Flow Average,2.75,2.85,3.80,3.92,4.51,4.55,10.25,4.04,4.29,3.77
Price/Free Cash Flow High,3.02,3.42,4.33,4.29,4.87,5.10,11.46,5.26,4.80,4.24
Price/Free Cash Flow Low,2.47,2.51,3.34,2.99,4.18,3.92,9.23,2.88,3.59,3.14
EV/Sales,3.25,3.53,3.94,4.70,4.48,5.32,4.75,4.56,4.80,4.52
EV/Sales Average,3.23,3.23,3.68,4.48,4.50,5.21,4.59,4.79,4.55,4.59
EV/Sales High,3.40,3.59,3.99,4.76,4.73,5.60,4.91,5.60,4.84,4.92
EV/Sales Low,3.06,3.01,3.41,3.79,4.28,4.76,4.33,4.01,4.12,4.17
EV/EBITDA,8.80,9.73,10.11,11.49,10.85,14.26,14.78,10.77,11.65,11.57
EV/EBITDA Average,8.76,8.89,9.44,10.97,10.88,13.95,14.28,11.29,11.03,11.77
EV/EBITDA High,9.22,9.89,10.24,11.65,11.45,14.99,15.27,13.22,11.75,12.60
EV/EBITDA Low,8.28,8.29,8.74,9.28,10.36,12.75,13.45,9.46,10.01,10.69
EV/EBIT,13.29,14.53,15.61,17.65,17.50,24.38,20.63,19.61,19.80,20.33
EV/EBIT Average,13.22,13.28,14.58,16.85,17.55,23.84,19.94,20.56,18.74,20.68
EV/EBIT High,13.92,14.77,15.81,17.89,18.47,25.63,21.31,24.07,19.97,22.12
EV/EBIT Low,12.51,12.39,13.50,14.25,16.72,21.79,18.78,17.21,17.01,18.77
Last Price,32.12,41.96,43.16,56.35,52.80,56.53,64.23,54.07,68.43,62.93
High Price,34.96,43.15,44.03,57.50,57.32,61.10,67.81,76.57,69.45,73.13
Low Price,28.59,31.67,33.88,40.01,49.20,47.06,54.57,42.01,51.92,54.12
Enterprise Value,7697,9195,9693,12033,11525,22762,24457,22426,26828,26466
Enterprise Value Average,7656,8406,9052,11487,11558,22260,23644,23519,25393,26922
Enterprise Value High,8061,9352,9816,12196,12167,23929,25269,27530,27061,28807
Enterprise Value Low,7244,7840,8382,9716,11013,20345,22268,19691,23042,24444
