,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,1836,2482,3076,11893,10552,7015,6265,6079,5386,5889
ST Debt,175,397,389,602,663,319,332,466,3,621
LT Debt,1662,2085,2688,11291,9890,6696,5933,5613,5383,5268
Total Debt/EBITDA,2.06,2.82,3.41,7.38,5.13,6.96,5.16,4.87,4.00,5.37
Net Debt/EBITDA,1.81,2.60,3.10,7.01,4.89,6.47,4.43,3.71,3.30,4.64
Total Debt/EBIT,2.51,3.43,4.21,10.12,7.42,12.22,8.15,6.83,5.27,7.35
Net Debt/EBIT,2.20,3.16,3.83,9.62,7.08,11.36,7.00,5.20,4.35,6.35
EBITDA to Interest Expense,14.30,13.67,10.24,-3.99,-4.39,-2.26,-4.01,4.55,5.26,4.67
EBITDA-CapEx/Interest Expense,12.08,11.15,7.84,-2.90,-3.52,-1.40,-3.13,3.61,4.13,3.34
EBIT to Interest Expense,11.75,11.24,8.29,-2.91,-3.03,-1.29,-2.54,3.25,3.99,3.41
Interest Expense,62,64,88,-404,-469,-446,-303,274,256,235
Common Equity/Total Assets,41.77,35.80,32.68,8.24,15.45,-11.52,-12.51,-18.54,-15.18,-14.32
Long-Term Debt/Equity (%),80.08,112.38,147.15,98.65,69.74,126.88,118.75,143.92,131.58,149.70
Long-Term Debt/Capital (%),37.94,42.67,49.24,76.69,62.96,133.68,136.68,166.11,166.45,132.03
Long-Term Debt/Total Assets (%),27.33,31.10,36.93,33.31,29.85,37.80,37.93,38.18,37.96,39.72
Total Debt/Equity (%),88.50,133.80,168.44,103.91,74.41,132.92,125.40,155.87,131.65,167.35
Total Debt/Capital (%),41.93,50.80,56.36,80.78,67.18,140.04,144.33,179.91,166.54,147.59
Total Debt/Total Assets (%),30.21,37.03,42.27,35.08,31.85,39.60,40.05,41.35,37.99,44.41
Net Debt to Equity,77.60,123.05,153.39,98.78,70.99,123.52,107.59,118.62,108.68,144.64
Net Debt/Capital (%),38.77,48.71,54.05,79.98,66.13,144.44,134.64,192.91,159.13,137.46
EBITDA,891,879,902,1612,2058,1008,1214,1247,1347,1097
EBITDA-CapEx,753,717,691,1171,1652,624,949,988,1058,785
Operating Income (Loss),732,723,731,1175,1423,574,768,890,1022,801
