,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,121744,129695,156397,184000,200136,224871,240269,255639,285273,322132
+ Sales & Services Revenue,121744,129695,156397,184000,200136,224871,240269,255639,285273,322132
- Cost of Revenue,92129,97041,120081,141454,154148,172401,184557,190141,217945,244545
+ Cost of Goods & Services,92129,97041,120081,141454,154148,172401,184557,190141,217945,244545
Gross Profit,29615,32654,36316,42546,45988,52470,55712,65498,67328,77587
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,20737,23159,26005,30094,31802,36502,37913,44595,45682,51182
"+ Selling, General & Admin",0,0,0,0,0,0,0,0,0,0
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,20737,23159,26005,30094,31802,36502,37913,44595,45682,51182
Operating Income (Loss),8878,9495,10311,12452,14186,15968,17799,20903,21646,26405
- Non-Operating (Income) Loss,-37,-161,80,239,163,24,-182,161,-664,62
"+ Interest Expense, Net",708,618,790,1067,1186,1400,1704,1663,1660,2092
+ Interest Expense,708,618,790,1067,1186,1400,1704,1663,1660,2092
- Interest Income,0,0,0,0,0,0,0,0,0,0
+ Other Non-Op (Income) Loss,-745,-779,-710,-828,-1023,-1376,-1886,-1502,-2324,-2030
Pretax Income,8915,9656,10231,12213,14023,15944,17981,20742,22310,26343
- Income Tax Expense (Benefit),3242,4037,4363,4920,3200,3562,3742,4973,4578,5704
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,5673,5619,5868,7293,10823,12382,14239,15769,17732,20639
- Net Extraordinary Losses (Gains),96,0,110,112,530,792,800,732,894,1038
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,96,0,110,112,530,792,800,732,894,1038
Income (Loss) Incl. MI,5577,5619,5758,7181,10293,11590,13439,15037,16838,19601
- Minority Interest,-48,0,-55,-56,-265,-396,-400,-366,-447,-519
"Net Income, GAAP",5625,5619,5813,7237,10558,11986,13839,15403,17285,20120
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",5625,5619,5813,7237,10558,11986,13839,15403,17285,20120
Basic Weighted Avg Shares,1006,972,953,952,964,963,951,949,943,937
"Basic EPS, GAAP",5.59,5.78,6.10,7.60,10.95,12.45,14.55,16.23,18.33,21.47
Basic EPS from Cont Ops,5.64,5.78,6.16,7.66,11.23,12.86,14.97,16.62,18.80,22.03
Diluted Weighted Avg Shares,1023,986,967,968,985,983,966,961,956,950
"Diluted EPS, GAAP",5.50,5.70,6.01,7.48,10.72,12.19,14.33,16.03,18.08,21.18
Diluted EPS from Cont Ops,5.55,5.70,6.07,7.53,10.99,12.60,14.74,16.41,18.55,21.73
EBITDA,10253,10973,12004,14507,16431,18396,20519,23794,24749,29805
EBITDA Margin (%),8.42,8.46,7.68,7.88,8.21,8.18,8.54,9.31,8.68,9.25
EBITA,8878,9495,10311,12452,14186,15968,17799,20903,21646,26405
EBIT,8878,9495,10311,12452,14186,15968,17799,20903,21646,26405
Gross Margin (%),24.33,25.18,23.22,23.12,22.98,23.33,23.19,25.62,23.60,24.09
Operating Margin (%),7.29,7.32,6.59,6.77,7.09,7.10,7.41,8.18,7.59,8.20
Profit Margin (%),4.62,4.33,3.72,3.93,5.28,5.33,5.76,6.03,6.06,6.25
Sales per Employee,780410,762912,781985,800000,769754,749570,739289,774664,815066,805330
Dividend per Share,1.05,1.40,1.87,2.38,2.88,3.45,4.13,4.83,5.60,6.39
Depreciation Expense,1375,1478,1693,2055,2245,2428,2720,2891,3103,3400
