,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,1.97,1.29,1.08,1.50,1.74,1.93,1.27,0.82,0.66,0.52
Current Ratio,2.57,1.95,1.62,2.30,2.41,2.49,2.08,1.51,1.58,1.74
Quick Ratio,2.38,1.68,1.51,2.11,2.23,2.34,1.84,1.27,1.19,1.11
CFO/Avg Current Liab,0.59,0.51,0.54,0.63,0.73,0.48,0.31,0.33,0.34,0.05
Common Equity/Total Assets,-25.48,-45.95,-43.41,-33.99,-34.13,-30.24,-31.02,-28.46,-29.86,-25.47
Long-Term Debt/Equity (%),13.68,27.42,36.04,42.92,45.64,37.09,39.95,41.14,42.37,38.41
Long-Term Debt/Capital (%),-61.23,-53.70,-91.98,-185.85,-175.18,-258.39,-204.80,-494.26,-221.80,-261.84
Long-Term Debt/Total Assets (%),9.68,16.05,19.13,22.10,21.72,19.11,20.84,19.93,20.58,18.43
Total Debt/Equity (%),13.68,27.42,42.60,42.92,45.64,44.35,39.95,50.42,42.37,38.41
Total Debt/Capital (%),-61.23,-53.70,-108.71,-185.85,-175.18,-308.93,-204.80,-605.71,-221.80,-261.84
Total Debt/Total Assets (%),9.68,16.05,22.61,22.10,21.72,22.84,20.84,24.43,20.58,18.43
CFO/Total Liabilities,27.86,21.91,22.07,23.60,24.45,18.97,12.51,12.66,15.09,2.01
CFO/CapEx,3.46,3.96,4.24,5.15,8.33,5.84,4.83,6.10,6.90,0.93
Altman's Z-Score,3.14,2.17,2.29,2.32,2.16,2.18,1.96,1.53,2.27,2.31
