,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,999,1349,1949,2134,2136,2139,1842,2291,1829,1719
ST Debt,0,0,300,0,0,350,0,422,0,0
LT Debt,999,1349,1649,2134,2136,1789,1842,1869,1829,1719
Total Debt/EBITDA,1.26,1.72,1.79,1.92,1.88,2.71,2.68,3.62,2.74,2.27
Net Debt/EBITDA,-1.62,-0.37,0.49,0.27,0.11,-0.44,0.68,1.21,1.14,0.95
Total Debt/EBIT,1.65,2.26,2.14,2.36,2.34,3.69,3.86,5.44,4.25,3.19
Net Debt/EBIT,-2.12,-0.49,0.58,0.33,0.14,-0.60,0.98,1.82,1.78,1.34
EBITDA to Interest Expense,13.61,11.71,13.06,11.37,11.26,7.66,7.75,8.23,13.15,12.92
EBITDA-CapEx/Interest Expense,9.45,8.83,10.54,9.17,9.76,6.23,6.52,6.92,11.18,11.12
EBIT to Interest Expense,10.36,8.93,10.94,9.25,9.03,5.62,5.38,5.47,8.47,9.20
Interest Expense,58,67,83,98,101,103,89,77,51,59
Common Equity/Total Assets,-25.48,-45.95,-43.41,-33.99,-34.13,-30.24,-31.02,-28.46,-29.86,-25.47
Long-Term Debt/Equity (%),13.68,27.42,36.04,42.92,45.64,37.09,39.95,41.14,42.37,38.41
Long-Term Debt/Capital (%),-61.23,-53.70,-91.98,-185.85,-175.18,-258.39,-204.80,-494.26,-221.80,-261.84
Long-Term Debt/Total Assets (%),9.68,16.05,19.13,22.10,21.72,19.11,20.84,19.93,20.58,18.43
Total Debt/Equity (%),13.68,27.42,42.60,42.92,45.64,44.35,39.95,50.42,42.37,38.41
Total Debt/Capital (%),-61.23,-53.70,-108.71,-185.85,-175.18,-308.93,-204.80,-605.71,-221.80,-261.84
Total Debt/Total Assets (%),9.68,16.05,22.61,22.10,21.72,22.84,20.84,24.43,20.58,18.43
Net Debt to Equity,-17.59,-5.91,11.54,6.05,2.77,-7.26,10.15,16.85,17.70,16.12
Net Debt/Capital (%),32.81,7.00,-16.42,-10.08,-4.02,11.00,-22.13,-43.99,-43.75,-46.93
EBITDA,795,783,1088,1111,1139,790,688,634,668,757
EBITDA-CapEx,552,591,878,896,988,643,578,533,568,652
Operating Income (Loss),605,597,911,904,914,580,478,421,430,539
