,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0,0,0,0,0,0,0,0,0,0
Current Ratio,0,0,0,0,0,0,0,0,0,0
Quick Ratio,0,0,0,0,0,0,0,0,0,0
CFO/Avg Current Liab,0,0,0,0,0,0,0,0,0,0
Common Equity/Total Assets,9.36,9.51,10.21,10.90,12.08,12.75,12.02,9.98,10.56,11.44
Long-Term Debt/Equity (%),65.86,95.54,99.84,88.64,90.96,88.78,70.60,64.79,53.22,79.15
Long-Term Debt/Capital (%),39.66,48.15,47.84,41.38,39.81,41.27,39.27,38.67,31.77,30.88
Long-Term Debt/Total Assets (%),7.38,10.79,11.23,10.12,10.48,9.88,8.84,7.32,5.60,6.61
Total Debt/Equity (%),75.30,105.48,109.33,110.42,115.45,92.30,75.37,69.95,57.64,107.07
Total Debt/Capital (%),45.34,53.15,52.39,51.54,50.52,42.90,41.93,41.75,34.41,41.78
Total Debt/Total Assets (%),8.44,11.91,12.30,12.61,13.30,10.27,9.44,7.90,6.06,8.94
CFO/Total Liabilities,3.97,1.69,1.93,1.68,1.19,2.20,1.23,0.20,1.43,3.38
CFO/CapEx,9.57,7.36,9.71,6.78,4.39,13.22,5.53,1.04,8.75,13.62
Altman's Z-Score,0.26,0.24,0.25,0.28,0.30,0.28,0.29,0.23,0.27,0.26
