,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,360,353,346,339,332,323,319,284,317,316
Diluted Weighted Avg Shares,363,358,351,344,339,328,322,320,319,317
Basic Weighted Avg Shares,362,357,350,343,337,327,321,319,319,317
Revenue per Share,23.25,24.64,26.04,27.37,29.79,30.72,32.08,31.80,35.43,42.69
EBITDA per Share,6.43,6.28,7.47,7.74,8.22,8.66,9.11,9.40,10.54,12.41
Operating Income per Share,3.80,3.52,4.47,4.62,4.90,5.25,5.61,5.77,6.57,7.86
"Basic EPS, GAAP",1.63,1.54,2.14,1.79,3.79,3.17,3.34,3.03,4.05,4.70
Basic EPS from Cont Ops,1.63,1.54,2.14,1.79,3.79,3.17,3.34,3.04,4.05,4.70
"Diluted EPS, GAAP",1.62,1.53,2.13,1.78,3.77,3.16,3.33,3.02,4.05,4.70
Diluted EPS from Cont Ops,1.62,1.53,2.14,1.78,3.77,3.16,3.33,3.03,4.05,4.70
Dividend per Share,0.96,1.06,1.14,1.22,1.31,1.41,1.53,1.64,1.73,1.87
Cash Flow per Share,4.28,4.30,4.80,5.39,5.67,6.86,7.33,7.74,8.74,10.08
Free Cash Flow per Basic Share,1.84,1.88,2.10,2.68,2.73,3.58,3.57,4.00,4.61,5.48
Cash & Equivalents per Share,0.59,0.21,0.09,0.20,0.25,0.22,0.15,0.13,0.09,0.45
Book Value per Share,7.32,7.94,9.09,9.80,12.53,14.74,16.69,20.24,20.42,23.28
Tangible Book Value per Share,-8.70,-9.59,-10.46,-10.76,-10.54,-11.09,-11.44,-13.12,-12.94,-16.17
