,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,311,358,452,499,563,643,714,739,931,1106
+ Sales & Services Revenue,311,358,452,499,563,643,714,739,931,1106
- Cost of Revenue,79,106,145,162,188,211,241,255,298,349
+ Cost of Goods & Services,79,106,145,162,188,211,241,255,298,349
Gross Profit,231,251,307,337,375,432,473,483,633,756
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,75,92,160,186,253,296,327,326,396,460
"+ Selling, General & Admin",43,61,119,141,199,241,264,261,325,373
+ Research & Development,29,31,41,45,54,55,62,65,71,87
+ Other Operating Expense,2,0,0,0,0,0,0,0,0,0
Operating Income (Loss),156,160,147,151,122,136,147,157,237,297
- Non-Operating (Income) Loss,-4,-2,-7,3,9,10,35,-119,89,-5
"+ Interest Expense, Net",-3,-3,1,1,7,10,21,19,13,11
+ Interest Expense,0,0,2,2,7,10,22,19,14,11
- Interest Income,3,3,1,0,0,0,1,1,0,1
+ Other Non-Op (Income) Loss,-2,1,-8,2,2,0,14,-138,76,-15
Pretax Income,161,161,154,147,113,126,112,276,148,301
- Income Tax Expense (Benefit),48,50,46,43,36,1,16,47,9,38
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,113,111,108,104,77,125,96,229,140,263
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,-2,-18
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,-2,-18
Income (Loss) Incl. MI,113,111,108,104,77,125,96,229,141,281
- Minority Interest,0,0,0,0,0,0,0,0,1,9
"Net Income, GAAP",113,111,108,104,77,125,96,229,140,272
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",113,111,108,104,77,125,96,229,140,272
Basic Weighted Avg Shares,147,148,148,149,149,150,151,153,155,157
"Basic EPS, GAAP",0.76,0.75,0.73,0.70,0.52,0.84,0.64,1.50,0.91,1.73
Basic EPS from Cont Ops,0.76,0.75,0.73,0.70,0.52,0.84,0.64,1.50,0.90,1.68
Diluted Weighted Avg Shares,148,148,149,149,150,152,156,158,162,164
"Diluted EPS, GAAP",0.76,0.75,0.72,0.70,0.52,0.82,0.62,1.45,0.87,1.66
Diluted EPS from Cont Ops,0.76,0.75,0.72,0.70,0.52,0.82,0.62,1.45,0.86,1.60
EBITDA,169,179,184,193,182,201,225,240,325,398
EBITDA Margin (%),54.29,50.01,40.74,38.75,32.29,31.20,31.50,32.51,34.91,35.97
EBITA,156,160,147,151,122,136,147,157,237,297
EBIT,156,160,147,151,122,136,147,157,237,297
Gross Margin (%),74.41,70.27,67.94,67.46,66.53,67.21,66.31,65.41,67.97,68.42
Operating Margin (%),50.32,44.65,32.51,30.18,21.63,21.18,20.55,21.31,25.49,26.83
Profit Margin (%),36.24,31.01,23.82,20.94,13.73,19.49,13.46,31.04,15.08,24.61
Sales per Employee,363671,350405,333515,319887,312779,321497,317336,321170,358089,368533
Dividend per Share,0.29,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
Depreciation Expense,12,19,37,43,60,64,78,83,88,101
