,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,8744,11085,8946,10349,12432,11423,10460,12495,13835,10651
- Cash & Cash Equivalents,162,129,168,248,334,379,448,244,257,217
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,875,1105,950,1240,1465,1346,1556,1428,2226,2361
Enterprise Value,9457,12061,9728,11341,13563,12391,11568,13679,15803,12794
Total Capital,3304,3768,3887,4445,4916,5206,5714,5814,7176,7963
Total Debt/Capital (%),26.48,29.32,24.44,27.90,29.80,25.86,27.23,24.56,31.02,29.65
Total Debt / EV,0.09,0.09,0.10,0.11,0.11,0.11,0.13,0.10,0.14,0.18
EV/Sales,0.74,0.90,0.72,0.86,0.91,0.75,0.76,0.84,0.68,0.52
EV/EBITDA,12.79,14.98,10.52,12.43,15.62,12.28,12.99,17.65,13.47,9.41
EV/EBIT,13.85,16.12,11.33,13.54,17.50,13.59,14.64,20.32,14.60,10.10
EV/Cash Flow to Firm,27.65,22.80,13.14,20.79,32.85,15.17,13.26,25.55,109.48,7.39
EV/Free Cash Flow to Firm,24.23,21.60,12.39,17.80,28.81,14.07,12.27,23.21,73.41,6.88
Diluted Market Cap,9145,11167,9064,10476,12596,11683,10680,12670,14332,11642
Diluted Enterprise Value,9858,12144,9846,11468,13727,12651,11788,13854,16301,13786
EV per Share,62.97,82.35,67.81,80.28,97.20,90.26,85.76,101.86,122.33,109.99
TTM Sales,12752,13470,13476,13144,14869,16631,15310,16207,23102,24697
TTM EBITDA,740,805,925,912,868,1009,890,775,1173,1360
TTM Operating Income,683,748,858,838,775,912,790,673,1082,1267
TTM Cash Flow to Firm,342,529,740,546,413,817,873,535,144,1731
TTM Free Cash Flow to Firm,390,558,785,637,471,881,943,589,215,1859
