,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,480,1198,1153,1074,976,1507,1723,2269,2203,4138
ST Debt,100,46,73,56,120,50,55,70,43,251
LT Debt,380,1153,1080,1018,856,1457,1668,2199,2160,3887
Total Debt/EBITDA,1.06,2.30,2.10,1.87,1.69,2.47,2.46,2.82,2.19,3.57
Net Debt/EBITDA,0.61,1.40,1.29,0.97,0.70,1.75,1.45,1.59,1.13,2.84
Total Debt/EBIT,1.30,2.87,2.62,2.30,2.07,3.02,3.02,3.39,2.58,4.25
Net Debt/EBIT,0.75,1.75,1.61,1.20,0.85,2.14,1.78,1.91,1.33,3.38
EBITDA to Interest Expense,27.63,18.35,14.01,14.55,15.12,15.00,10.98,13.62,15.50,8.21
EBITDA-CapEx/Interest Expense,26.63,17.48,13.54,14.10,14.49,13.98,9.83,12.42,14.81,7.84
EBIT to Interest Expense,22.43,14.70,11.24,11.83,12.30,12.31,8.96,11.34,13.15,6.90
Interest Expense,16,28,39,40,38,41,64,59,65,141
Common Equity/Total Assets,44.81,35.97,39.14,40.65,42.93,42.80,41.59,39.60,41.15,32.80
Long-Term Debt/Equity (%),18.93,54.54,50.23,43.15,33.15,48.56,49.79,58.57,51.48,84.39
Long-Term Debt/Capital (%),17.97,38.67,34.67,31.59,24.83,33.34,34.09,37.78,34.66,44.57
Long-Term Debt/Total Assets (%),10.41,23.26,21.54,19.26,14.87,21.78,21.88,24.52,22.06,27.82
Total Debt/Equity (%),23.91,56.69,53.64,45.50,37.79,50.22,51.43,60.43,52.49,89.83
Total Debt/Capital (%),22.69,40.20,37.01,33.32,28.31,34.49,35.21,38.99,35.34,47.45
Total Debt/Total Assets (%),13.15,24.18,23.00,20.31,16.95,22.53,22.61,25.30,22.49,29.61
Net Debt to Equity,13.80,34.46,33.01,23.65,15.59,35.59,30.24,34.06,27.06,71.46
Net Debt/Capital (%),14.49,29.01,26.56,20.62,14.01,27.17,23.28,25.56,21.24,40.79
EBITDA,454,521,549,575,579,609,699,804,1008,1160
EBITDA-CapEx,438,496,531,557,555,567,626,733,963,1107
Operating Income (Loss),369,417,441,467,471,500,571,669,855,974
