,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,58.15,118.50,0,0,132.11,18.36,10.46,32.77,8.50,4.81
Price/Earnings Average,51.28,136.92,-97.48,-25.10,114.54,19.29,13.28,35.59,7.98,5.38
Price/Earnings High,60.59,166.31,-129.46,-29.29,136.59,23.64,16.89,45.11,10.28,7.16
Price/Earnings Low,35.14,110.46,-54.27,-16.30,94.92,16.76,9.53,25.99,6.21,3.60
Price/Book Value,9.65,7.06,4.42,9.48,10.89,5.86,3.11,2.94,6.00,4.11
Price/Book Value Average,8.51,8.16,6.97,9.30,9.44,6.16,3.95,3.20,5.63,4.60
Price/Book Value High,10.06,9.91,9.25,10.85,11.26,7.55,5.02,4.05,7.25,6.11
Price/Book Value Low,5.83,6.58,3.88,6.04,7.82,5.35,2.84,2.33,4.38,3.08
Price/Tangible Book Value,7.31,5.74,3.50,4.23,5.22,4.65,3.17,2.96,1.35,1.53
Price/Tangible Book Value Average,6.45,6.63,5.53,4.15,4.53,4.88,4.02,3.22,1.27,1.71
Price/Tangible Book Value High,7.62,8.05,7.34,4.84,5.40,5.98,5.11,4.08,1.64,2.28
Price/Tangible Book Value Low,4.42,5.35,3.08,2.70,3.75,4.24,2.89,2.35,0.99,1.15
Price/Sales,9.32,5.70,5.19,9.23,7.52,4.67,3.45,4.48,2.85,2.16
Price/Sales Average,8.22,6.58,8.18,9.06,6.52,4.91,4.38,4.87,2.68,2.42
Price/Sales High,9.71,8.00,10.86,10.57,7.77,6.02,5.57,6.17,3.45,3.21
Price/Sales Low,5.63,5.31,4.55,5.88,5.40,4.27,3.14,3.55,2.08,1.62
Price/Cash Flow,15.88,10.01,9.50,27.20,14.77,9.25,4.93,8.44,5.90,3.58
Price/Cash Flow Average,14.00,11.57,14.99,26.69,12.80,9.73,6.25,9.17,5.54,4.01
Price/Cash Flow High,16.54,14.05,19.90,31.13,15.27,11.92,7.96,11.62,7.13,5.33
Price/Cash Flow Low,9.59,9.33,8.34,17.32,10.61,8.45,4.49,6.70,4.31,2.68
Price/Free Cash Flow,7.33,4.56,4.15,13.90,7.98,5.11,3.21,4.88,4.11,2.74
Price/Free Cash Flow Average,6.47,5.27,6.54,13.64,6.92,5.38,4.07,5.30,3.86,3.06
Price/Free Cash Flow High,7.64,6.40,8.69,15.92,8.25,6.59,5.17,6.71,4.97,4.08
Price/Free Cash Flow Low,4.43,4.25,3.64,8.86,5.73,4.67,2.92,3.87,3.01,2.05
EV/Sales,9.88,6.45,6.68,10.29,8.06,4.99,3.81,5.16,5.24,2.32
EV/Sales Average,8.79,7.33,9.68,10.11,7.06,5.22,4.70,5.54,4.96,2.57
EV/Sales High,10.26,8.74,12.36,11.65,8.31,6.27,5.84,6.84,6.21,3.36
EV/Sales Low,6.22,6.07,6.05,6.87,5.96,4.61,3.52,4.23,4.00,1.78
EV/EBITDA,14.61,9.42,14.24,25.65,14.04,9.07,6.14,11.01,7.75,3.04
EV/EBITDA Average,13.00,10.70,20.63,25.21,12.31,9.48,7.57,11.83,7.34,3.37
EV/EBITDA High,15.18,12.74,26.36,29.04,14.48,11.39,9.40,14.61,9.18,4.40
EV/EBITDA Low,9.21,8.86,12.90,17.14,10.38,8.37,5.67,9.03,5.92,2.33
EV/EBIT,32.59,16.37,636.91,0,32.05,13.88,8.98,25.55,11.04,3.98
EV/EBIT Average,29.00,18.60,922.65,-92.29,28.10,14.51,11.07,27.46,10.45,4.41
EV/EBIT High,33.87,22.15,1178.68,-106.32,33.05,17.43,13.75,33.90,13.07,5.77
EV/EBIT Low,20.53,15.39,576.71,-62.74,23.69,12.81,8.29,20.95,8.42,3.06
Last Price,38.72,29.77,17.01,23.36,28.60,22.95,17.13,16.47,19.55,24.57
High Price,40.34,41.78,35.64,26.74,29.57,29.56,27.65,22.67,23.64,36.55
Low Price,23.40,27.75,14.94,14.88,20.55,20.95,15.61,13.06,14.28,18.39
Enterprise Value,17246,14027,9065,11888,14215,10924,7872,7563,18077,21001
Enterprise Value Average,15342,15938,13131,11684,12464,11419,9704,8128,17110,23302
Enterprise Value High,17921,18987,16775,13460,14662,13718,12058,10036,21404,30446
Enterprise Value Low,10865,13192,8208,7943,10507,10079,7267,6203,13789,16128
