,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,9.18,9.81,7.88,7.64,8.80,7.57,7.22,6.91,6.07,9.10
Days Sales Outstanding,39.76,37.22,46.34,47.75,41.49,48.25,50.54,52.82,60.18,40.11
Inventory Turnover,66.45,73.51,77.44,74.99,109.60,122.42,84.56,70.91,55.72,59.80
Days Inventory Outstanding,5.49,4.96,4.71,4.87,3.33,2.98,4.32,5.15,6.55,6.10
Accounts Payable Turnover,43.05,28.51,28.39,39.53,66.11,61.89,41.02,60.00,28.73,50.81
Accounts Payable Turnover Days,8.48,12.80,12.86,9.23,5.52,5.90,8.90,6.08,12.70,7.18
Cash Conversion Cycle,36.77,29.38,38.20,43.38,39.30,45.33,45.95,51.89,54.03,39.02
Inventory to Cash Days,34.27,32.26,41.63,42.88,38.16,45.27,46.22,47.68,53.63,34.00
Inventories,17,14,17,13,8,11,14,15,39,63
Raw Materials,8,11,15,11,8,0,0,0,0,0
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,9,3,2,2,0,0,0,0,0,0
Other Inventory,0,0,0,0,0,11,14,15,39,63
