,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,381,369,349,319,287,277,270,266,249,226
Diluted Weighted Avg Shares,387,374,360,342,307,285,275,269,260,236
Basic Weighted Avg Shares,383,370,357,340,305,284,274,269,259,235
Revenue per Share,14.83,15.72,16.78,22.57,28.10,35.93,37.21,41.09,53.71,69.06
EBITDA per Share,1.66,2.04,2.47,3.05,3.34,4.98,5.13,6.82,10.20,15.00
Operating Income per Share,1.58,1.93,2.34,2.89,3.17,4.80,4.93,6.58,9.93,14.69
"Basic EPS, GAAP",6.84,1.28,1.39,1.77,1.47,3.60,3.70,5.24,7.51,11.14
Basic EPS from Cont Ops,6.84,1.28,1.39,1.77,1.47,3.60,3.70,5.24,7.51,11.14
"Diluted EPS, GAAP",6.77,1.27,1.37,1.76,1.46,3.59,3.69,5.22,7.49,11.08
Diluted EPS from Cont Ops,6.77,1.27,1.37,1.76,1.46,3.59,3.69,5.22,7.49,11.08
Dividend per Share,0.10,0.20,0.33,0.37,0.37,0.37,0.45,0.48,0.57,0.61
Cash Flow per Share,2.30,0.83,-0.98,0.20,2.17,5.11,3.93,6.64,3.87,2.84
Free Cash Flow per Basic Share,2.22,0.70,-1.10,0.09,2.07,4.90,3.71,6.43,3.59,2.37
Cash & Equivalents per Share,4.90,4.42,3.43,3.88,2.94,5.67,6.39,11.81,10.93,4.66
Book Value per Share,4.19,4.69,4.77,4.84,3.43,5.83,8.23,12.42,16.84,24.73
Tangible Book Value per Share,11.84,12.67,13.32,14.12,13.99,16.93,19.74,24.04,29.45,38.87
