,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,7676,7873,6278,5865,9535,7216,10485,11748,14124,10283
- Cash & Cash Equivalents,1580,1293,754,699,273,1110,1218,2582,1779,1053
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,2289,2017,2399,3477,3479,3427,3117,3176,2655,2632
Enterprise Value,8096,8258,7480,8103,12171,9071,11875,11777,14053,11862
Total Capital,3887,3750,4065,5020,4462,5043,5340,6485,6854,8216
Total Debt/Capital (%),58.89,53.79,59.01,69.26,77.97,67.94,58.37,48.98,38.74,32.04
Total Debt / EV,0.28,0.24,0.32,0.43,0.29,0.38,0.26,0.27,0.19,0.22
EV/Sales,1.43,1.42,1.25,1.06,1.42,0.89,1.16,1.07,1.01,0.73
EV/EBITDA,12.74,10.92,8.50,7.82,11.96,6.43,8.44,6.43,5.32,3.37
EV/EBIT,13.41,11.53,8.98,8.25,12.59,6.66,8.78,6.67,5.46,3.43
EV/Cash Flow to Firm,9.15,26.65,0,117.93,18.35,6.26,11.02,6.59,13.99,17.74
EV/Free Cash Flow to Firm,8.86,23.03,0,75.02,17.50,6.01,10.45,6.38,13.05,15.18
Diluted Market Cap,7788,7972,6469,6288,10202,7418,10682,11878,14725,10753
Diluted Enterprise Value,8496,8696,8114,9066,13408,9735,12580,12472,15601,12332
EV per Share,21.23,22.35,21.42,25.39,42.44,32.74,43.94,44.20,56.36,52.52
TTM Sales,5680,5822,5982,7668,8573,10188,10213,11036,13927,16229
TTM EBITDA,635,756,880,1037,1018,1411,1407,1833,2644,3524
TTM Operating Income,604,716,833,983,967,1361,1353,1767,2574,3453
TTM Cash Flow to Firm,885,310,-348,69,663,1450,1078,1788,1004,669
TTM Free Cash Flow to Firm,914,359,-302,108,695,1509,1136,1846,1077,781
