,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,9438,9965,9973,10137,10425,11221,11486,11797,13022,15228
+ Sales & Services Revenue,9438,9965,9973,10137,10425,11221,11486,11797,13022,15228
- Cost of Revenue,5301,5651,5742,6023,6327,6873,7089,7559,8302,9379
+ Cost of Goods & Services,5301,5651,5742,6023,6327,6873,7089,7559,8302,9379
Gross Profit,4136,4314,4231,4115,4098,4348,4397,4238,4720,5849
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,2840,2967,2931,2995,3049,3190,3135,3219,3173,3634
"+ Selling, General & Admin",2840,2967,2931,2995,3049,3190,3135,3219,3173,3634
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),1297,1347,1300,1119,1049,1158,1262,1019,1547,2215
- Non-Operating (Income) Loss,9,13,50,100,113,77,53,72,62,69
"+ Interest Expense, Net",10,8,32,66,78,82,79,93,87,93
+ Interest Expense,13,10,34,66,80,88,79,93,87,93
- Interest Income,3,2,1,1,3,6,0,0,0,0
+ Other Non-Op (Income) Loss,-1,5,17,35,35,-5,-26,-21,-25,-24
Pretax Income,1288,1334,1251,1019,935,1081,1209,947,1485,2146
- Income Tax Expense (Benefit),480,522,466,386,313,258,314,192,371,533
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,808,812,785,633,622,823,895,755,1114,1613
- Net Extraordinary Losses (Gains),21,21,32,54,73,82,92,120,142,132
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,21,21,32,54,73,82,92,120,142,132
Income (Loss) Incl. MI,786,791,753,579,549,741,803,635,972,1481
- Minority Interest,-11,-11,-16,-27,-37,-41,-46,-60,-71,-66
"Net Income, GAAP",797,802,769,606,586,782,849,695,1043,1547
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",797,802,769,606,586,782,849,695,1043,1547
Basic Weighted Avg Shares,69,68,65,60,58,56,55,54,52,51
"Basic EPS, GAAP",11.48,11.73,11.80,10.03,10.16,13.93,15.52,12.99,20.10,30.39
Basic EPS from Cont Ops,11.63,11.89,12.05,10.47,10.79,14.66,16.36,14.11,21.46,31.69
Diluted Weighted Avg Shares,71,69,66,61,58,57,55,54,52,51
"Diluted EPS, GAAP",11.29,11.58,11.69,9.96,10.10,13.83,15.46,12.94,19.98,30.27
Diluted EPS from Cont Ops,11.45,11.74,11.94,10.40,10.73,14.56,16.30,14.06,21.34,31.57
EBITDA,1477,1555,1528,1368,1313,1415,1491,1201,1732,2432
EBITDA Margin (%),15.65,15.61,15.32,13.50,12.59,12.61,12.98,10.18,13.30,15.97
EBITA,1297,1347,1300,1119,1049,1158,1262,1019,1547,2215
EBIT,1297,1347,1300,1119,1049,1158,1262,1019,1547,2215
Gross Margin (%),43.83,43.29,42.43,40.59,39.31,38.75,38.28,35.92,36.25,38.41
Operating Margin (%),13.74,13.52,13.04,11.04,10.06,10.32,10.99,8.64,11.88,14.55
Profit Margin (%),8.45,8.05,7.71,5.98,5.62,6.97,7.39,5.89,8.01,10.16
Sales per Employee,398218,422244,386565,395985,405636,456138,453992,510693,538099,585692
Dividend per Share,3.68,4.26,4.70,5.01,5.28,5.63,6.00,6.32,6.88,7.27
Depreciation Expense,181,208,228,249,264,257,229,182,185,217
