,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Shares Outstanding,2272,2180,2152,2340,2424,2424,2568,2480,2506,2466
Diluted Weighted Avg Shares,2378,2252,2276,2596,2528,2500,2472,2510,2535,2507
Basic Weighted Avg Shares,2352,2208,2172,2164,2396,2432,2436,2468,2496,2487
Revenue per Share,1.76,2.12,2.31,3.19,4.05,4.82,4.48,6.76,10.78,10.85
EBITDA per Share,0.31,0.44,0.49,0.98,1.42,1.67,1.32,2.28,4.49,2.86
Operating Income per Share,0.21,0.34,0.40,0.90,1.34,1.56,1.17,1.84,4.02,2.24
"Basic EPS, GAAP",0.19,0.29,0.28,0.77,1.27,1.70,1.15,1.76,3.91,1.76
Basic EPS from Cont Ops,0.19,0.29,0.28,0.77,1.27,1.70,1.15,1.76,3.91,1.76
"Diluted EPS, GAAP",0.19,0.28,0.27,0.64,1.21,1.66,1.13,1.73,3.85,1.74
Diluted EPS from Cont Ops,0.19,0.28,0.27,0.64,1.21,1.66,1.13,1.73,3.85,1.74
Dividend per Share,0.08,0.08,0.10,0.12,0.14,0.15,0.16,0.16,0.16,0.16
Cash Flow per Share,0.36,0.41,0.54,0.77,1.46,1.54,1.95,2.36,3.65,2.27
Free Cash Flow per Basic Share,0.25,0.35,0.50,0.69,1.21,1.29,1.75,1.90,3.26,1.53
Cash & Equivalents per Share,2.06,2.12,2.34,2.91,2.93,3.06,4.24,4.66,8.46,5.39
Book Value per Share,1.54,1.81,2.02,2.61,3.63,5.18,5.83,7.62,6.48,4.13
Tangible Book Value per Share,1.55,1.64,1.71,2.15,2.81,3.58,4.49,4.02,7.95,6.51
