,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Debt,1374,1398,1510,2816,2000,1988,2643,7597,11831,11855
ST Debt,0,0,1500,827,15,0,91,999,144,1250
LT Debt,1374,1398,10,1989,1985,1988,2552,6598,11687,10605
Total Debt/EBITDA,1.87,1.43,1.40,1.33,0.59,0.49,0.82,1.35,1.05,1.66
Net Debt/EBITDA,0.28,0.91,0.84,0.49,-0.59,0.30,-2.76,1.09,0.80,1.06
Total Debt/EBIT,2.77,1.84,1.72,1.45,0.62,0.52,0.93,1.68,1.18,2.13
Net Debt/EBIT,0.41,1.17,1.03,0.54,-0.62,0.32,-3.13,1.35,0.89,1.36
EBITDA to Interest Expense,70.42,21.22,22.87,36.62,55.89,70.10,62.06,30.60,47.52,27.18
EBITDA-CapEx/Interest Expense,45.98,18.57,21.04,33.59,46.16,59.76,52.65,24.47,43.39,20.18
EBIT to Interest Expense,47.52,16.45,18.68,33.40,52.62,65.59,54.73,24.63,42.55,21.29
Interest Expense,10,46,47,58,61,58,52,184,236,262
Common Equity/Total Assets,48.35,54.85,59.04,62.08,78.18,94.54,86.47,65.68,36.75,24.70
Long-Term Debt/Equity (%),30.83,31.65,0.22,34.52,26.57,21.28,20.91,39.06,43.92,47.98
Long-Term Debt/Capital (%),28.16,26.15,0.17,22.29,18.40,13.66,14.49,24.89,41.64,48.14
Long-Term Debt/Total Assets (%),18.95,19.42,0.14,20.21,17.66,14.96,14.74,22.92,26.45,25.75
Total Debt/Equity (%),30.83,31.65,33.79,48.87,26.77,21.28,21.66,44.97,44.46,53.64
Total Debt/Capital (%),28.16,26.15,25.76,31.55,18.54,13.66,15.00,28.66,42.15,53.82
Total Debt/Total Assets (%),18.95,19.42,20.49,28.61,17.79,14.96,15.26,26.39,26.77,28.79
Net Debt to Equity,4.60,20.09,20.23,18.12,-26.80,12.91,-72.97,36.20,33.65,34.22
Net Debt/Capital (%),5.49,18.30,17.17,14.58,-29.50,8.76,-132.53,23.84,34.34,40.58
EBITDA,735,979,1075,2124,3409,4066,3227,5630,11215,7121
EBITDA-CapEx,480,857,989,1948,2816,3466,2738,4502,10239,5288
Operating Income (Loss),496,759,878,1937,3210,3804,2846,4532,10041,5577
