,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Return on Common Equity (%),13.03,16.92,14.79,31.85,40.91,38.78,20.31,25.57,55.49,33.08
Return on Assets (%),6.44,8.73,8.43,19.36,28.91,33.76,18.27,18.79,26.73,10.23
Return on Capital (%),11.02,13.08,11.65,23.22,31.50,0,17.69,20.46,36.59,0
Return on Invested Capital (%),8.03,10.91,12.33,23.30,33.89,0,20.35,22.58,31.22,0
Gross Margin (%),54.91,55.53,56.11,58.80,59.93,61.21,61.99,62.34,64.93,56.93
EBITDA Margin (%),17.80,20.91,21.46,30.74,35.09,34.70,29.56,33.76,41.67,26.40
Operating Margin (%),12.01,16.21,17.52,28.03,33.05,32.47,26.07,27.18,37.31,20.68
Incremental Operating Margin (%),101.34,47.66,36.23,55.74,45.40,29.67,120.05,29.29,53.80,-7440.00
Pretax Margin (%),12.35,16.12,14.83,27.57,32.90,33.25,27.20,26.44,36.94,15.50
Profit Margin (%),10.65,13.47,12.26,24.11,31.37,35.34,25.61,25.98,36.23,16.19
Net Income to Common Margin (%),10.65,13.47,12.26,24.11,31.37,35.34,25.61,25.98,36.23,16.19
Effective Tax Rate (%),13.77,16.46,17.36,12.55,4.66,0,5.86,1.75,1.90,0
Dvd Payout Ratio (%),41.21,29.57,34.69,15.67,11.19,8.96,13.95,9.12,4.09,9.11
Sustainable Growth Rate (%),7.66,11.91,9.66,26.86,36.33,35.31,17.47,23.24,53.22,30.06
