,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,20706,18970,20428,16027,13117,11141,9826,9711,9450,10620
ST Debt,312,478,649,1232,1414,17,5,34,372,1037
LT Debt,20394,18492,19779,14795,11703,11124,9821,9677,9078,9583
Total Debt/EBITDA,2.54,3.82,-2.06,-19.29,2.49,1.77,4.71,2.78,0.92,1.17
Net Debt/EBITDA,2.30,3.73,-2.04,-14.18,1.65,1.10,3.74,1.73,0.13,0.27
Total Debt/EBIT,3.87,17.29,-1.52,-4.66,3.69,2.45,14.58,4.94,1.14,1.51
Net Debt/EBIT,3.50,16.87,-1.51,-3.42,2.44,1.52,11.58,3.08,0.17,0.35
EBITDA to Interest Expense,15.73,7.87,-15.39,-1.10,6.57,6.67,3.36,5.84,17.08,16.17
EBITDA-CapEx/Interest Expense,5.53,-3.58,-25.24,-4.83,4.81,4.48,-0.91,2.56,13.57,9.97
EBIT to Interest Expense,10.33,1.74,-20.81,-4.56,4.43,4.81,1.09,3.28,13.76,12.56
Interest Expense,518,630,645,755,801,945,620,598,602,560
Common Equity/Total Assets,4.50,0.42,-26.30,-43.90,-39.04,-28.65,-29.70,-27.34,-15.02,-7.33
Long-Term Debt/Equity (%),78.60,79.62,154.43,159.82,103.60,63.59,56.29,51.84,39.44,38.53
Long-Term Debt/Capital (%),71.36,76.56,150.32,519.12,625.16,163.52,167.77,144.78,80.52,59.19
Long-Term Debt/Total Assets (%),32.11,31.45,42.47,39.65,31.37,26.06,24.07,22.96,18.90,18.76
Total Debt/Equity (%),79.80,81.68,159.49,173.13,116.12,63.69,56.32,52.02,41.05,42.70
Total Debt/Capital (%),72.45,78.54,155.25,562.35,700.69,163.77,167.85,145.29,83.82,65.60
Total Debt/Total Assets (%),32.60,32.26,43.86,42.95,35.16,26.10,24.08,23.04,19.68,20.79
Net Debt to Equity,72.15,79.68,157.75,127.28,76.75,39.58,44.74,32.43,6.00,9.95
Net Debt/Capital (%),70.40,78.12,156.21,-844.59,-336.70,267.75,203.60,200.00,43.11,30.76
EBITDA,8148,4960,-9924,-831,5266,6300,2086,3492,10284,9054
EBITDA-CapEx,2862,-2255,-16277,-3644,3856,4232,-566,1531,8169,5585
Operating Income (Loss),5351,1097,-13421,-3441,3552,4546,674,1964,8286,7035
