,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,2.36,1.56,1.63,1.01,4.52,1.84,0.73,1.20,1.94,1.76
Current Ratio,4.30,3.72,3.37,2.31,6.39,3.90,1.44,1.87,2.64,2.62
Quick Ratio,3.35,2.32,2.54,1.71,5.51,3.26,1.21,1.56,2.27,2.18
CFO/Avg Current Liab,1.88,1.62,2.16,1.63,2.36,3.69,2.10,1.82,2.18,2.51
Common Equity/Total Assets,84.69,31.39,45.19,38.08,37.63,53.41,0,0,0.99,2.19
Long-Term Debt/Equity (%),0.03,168.46,82.80,60.29,74.82,65.62,120.19,168.34,157.83,172.07
Long-Term Debt/Capital (%),0.03,62.07,44.68,36.99,42.58,39.52,91.42,97.92,97.37,95.03
Long-Term Debt/Total Assets (%),0.03,52.07,36.85,26.39,32.03,34.90,44.47,52.99,52.19,53.35
Total Debt/Equity (%),0.07,169.87,83.77,62.36,75.33,65.62,131.35,171.80,158.99,174.01
Total Debt/Capital (%),0.07,62.59,45.20,38.26,42.87,39.52,99.91,99.93,98.09,96.10
Total Debt/Total Assets (%),0.06,52.51,37.28,27.30,32.25,34.90,48.59,54.08,52.57,53.95
CFO/Total Liabilities,136.48,16.21,39.44,12.14,21.05,37.84,22.80,23.18,27.21,33.11
CFO/CapEx,3.06,2.87,3.91,4.72,6.13,13.98,22.45,26.05,31.07,39.47
Altman's Z-Score,15.77,3.88,6.84,3.38,4.30,6.45,4.66,4.47,5.95,6.62
