,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,41313,48336,48434,56726,68249,52724,69289,62237,84420,63334
- Cash & Cash Equivalents,16178,36139,34611,30590,33844,16501,28474,92190,82254,34363
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,1689,1523,1270,1155,72,42,29,31,31,38
+ Total Debt,41816,53258,52755,53007,59385,57704,60581,37195,30784,58713
Enterprise Value,20033,22743,12088,20194,36244,30580,32262,-80085,-98555,43563
Total Capital,69528,83686,85776,88541,97648,99376,105537,86787,83756,115037
Total Debt/Capital (%),60.14,63.64,61.50,59.87,60.82,58.07,57.40,42.86,36.75,51.04
Total Debt / EV,2.09,2.34,4.36,2.62,1.64,1.89,1.88,-0.46,-0.31,1.35
EV/Sales,1.25,1.48,0.79,1.33,2.22,1.78,1.81,0,0,2.06
EV/EBITDA,17.48,23.02,11.11,16.93,32.45,27.09,24.53,0,0,66.92
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,4.09,4.66,2.57,7.54,9.01,5.60,7.70,0,0,6.13
EV/Free Cash Flow to Firm,4.09,4.66,2.57,7.54,9.01,5.60,7.70,0,0,6.13
Diluted Market Cap,41235,49630,50068,58480,70125,54224,71689,62722,85626,65071
Diluted Enterprise Value,68562,68272,69482,82052,95738,95469,103825,7758,34187,89459
EV per Share,37.59,43.49,23.98,41.64,76.63,66.91,74.51,0,0,108.64
TTM Sales,16012,15375,15225,15162,16329,17132,17827,16901,19135,21114
TTM EBITDA,1146,988,1088,1193,1117,1129,1315,1497,1773,651
TTM Operating Income,0,0,0,0,0,0,0,0,0,0
TTM Cash Flow to Firm,4902,4878,4710,2678,4025,5461,4188,3467,6815,7102
TTM Free Cash Flow to Firm,4902,4878,4710,2678,4025,5461,4188,3467,6815,7102
