,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,830,834,834,817,771,719,616,584,527,438
Diluted Weighted Avg Shares,831,758,836,832,800,747,674,591,569,483
Basic Weighted Avg Shares,830,757,834,829,796,742,670,589,565,480
Revenue per Share,13.33,12.19,11.69,13.23,15.54,17.90,19.86,18.95,18.05,24.30
EBITDA per Share,0.13,0.17,0.21,0.26,0.32,0.41,0.55,0.65,0.69,0.87
Operating Income per Share,0,0,0,0,0,0,0,0,0,0
"Basic EPS, GAAP",2.38,2.78,2.66,2.71,2.43,3.76,5.59,2.28,7.40,6.19
Basic EPS from Cont Ops,2.38,2.78,2.66,2.71,2.43,3.76,5.59,2.35,7.48,6.28
"Diluted EPS, GAAP",2.38,2.78,2.65,2.71,2.42,3.74,5.56,2.27,7.34,6.15
Diluted EPS from Cont Ops,2.38,2.78,2.65,2.71,2.42,3.74,5.56,2.34,7.41,6.24
Dividend per Share,0,0,0,0.26,0.56,0.72,0.87,0.95,0.96,0.99
Cash Flow per Share,6.84,7.05,7.42,8.23,11.21,12.59,13.41,12.71,12.57,13.93
Free Cash Flow per Basic Share,6.84,7.05,7.42,8.23,11.21,12.59,13.41,12.71,12.57,13.93
Cash & Equivalents per Share,3.06,16.08,18.53,17.64,20.86,21.51,29.32,32.52,25.85,34.62
Book Value per Share,0,1.30,3.95,6.52,8.84,12.50,19.67,18.19,27.04,38.15
Tangible Book Value per Share,5.67,10.81,13.14,15.34,16.21,17.42,19.50,16.72,20.21,22.24
