,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,24321,27460,24344,20147,20799,23996,19866,15775,14507,14191
ST Debt,0,0,0,0,0,0,0,0,0,0
LT Debt,24321,27460,24344,20147,20799,23996,19866,15775,14507,14191
Total Debt/EBITDA,233.86,209.62,139.91,92.00,81.89,79.46,54.13,41.19,37.20,33.87
Net Debt/EBITDA,211.56,119.33,69.07,49.43,36.21,48.34,21.03,11.10,15.82,9.30
Total Debt/EBIT,0,0,0,0,0,0,0,0,0,0
Net Debt/EBIT,0,0,0,0,0,0,0,0,0,0
EBITDA to Interest Expense,-0.14,-0.14,-0.15,-0.18,-0.18,-0.16,-0.16,-0.23,-0.38,-0.28
EBITDA-CapEx/Interest Expense,-0.14,-0.14,-0.15,-0.18,-0.18,-0.16,-0.16,-0.23,-0.38,-0.28
EBIT to Interest Expense,0,0,0,0,0,0,0,0,0,0
Interest Expense,-742,-922,-1135,-1248,-1391,-1870,-2291,-1665,-1032,-1521
Common Equity/Total Assets,0,1.43,3.92,5.91,7.11,8.42,11.56,11.07,14.88,15.99
Long-Term Debt/Equity (%),408.07,262.07,193.15,141.92,146.12,163.48,131.67,124.20,106.24,110.24
Long-Term Debt/Capital (%),100.00,96.22,88.08,79.08,75.33,72.75,60.72,58.14,49.20,44.85
Long-Term Debt/Total Assets (%),41.16,36.27,28.93,22.33,21.71,22.47,18.95,16.44,15.15,13.57
Total Debt/Equity (%),408.07,262.07,193.15,141.92,146.12,163.48,131.67,124.20,106.24,110.24
Total Debt/Capital (%),100.00,96.22,88.08,79.08,75.33,72.75,60.72,58.14,49.20,44.85
Total Debt/Total Assets (%),41.16,36.27,28.93,22.33,21.71,22.47,18.95,16.44,15.15,13.57
Net Debt to Equity,369.16,149.19,95.36,76.26,64.61,99.47,51.16,33.47,45.18,30.27
Net Debt/Capital (%),100.00,93.54,78.49,67.01,57.46,61.90,37.52,27.24,29.17,18.25
EBITDA,104,131,174,219,254,302,367,383,390,419
EBITDA-CapEx,104,131,174,219,254,302,367,383,390,419
Operating Income (Loss),0,0,0,0,0,0,0,0,0,0
