,2014,2015,2016,2017,2018,2019,2019,2020,2021,2022
Price/Earnings,15.07,24.40,31.37,24.16,24.52,23.52,24.92,35.89,23.22,37.60
Price/Earnings Average,13.12,23.09,30.34,22.41,24.05,20.05,25.24,35.89,23.25,42.00
Price/Earnings High,15.74,26.19,34.30,25.34,28.94,24.96,27.06,44.18,26.83,50.52
Price/Earnings Low,9.67,19.23,26.79,17.91,18.51,15.32,21.94,27.16,18.40,36.54
Price/Book Value,6.02,6.90,7.03,8.91,9.68,18.27,0,15.29,13.25,12.66
Price/Book Value Average,5.24,6.53,6.80,8.27,9.49,15.57,0,15.29,13.26,14.14
Price/Book Value High,6.28,7.41,7.69,9.35,11.42,19.39,0,18.83,15.31,17.01
Price/Book Value Low,3.86,5.44,6.01,6.61,7.31,11.91,0,11.57,10.49,12.30
Price/Tangible Book Value,-55.94,-2.02,-2.29,-3.68,-5.55,-14.71,-7.89,-6.57,-7.48,-8.52
Price/Tangible Book Value Average,-48.69,-1.91,-2.22,-3.41,-5.44,-12.54,-7.99,-6.58,-7.49,-9.51
Price/Tangible Book Value High,-58.40,-2.17,-2.51,-3.86,-6.54,-15.61,-8.57,-8.09,-8.64,-11.44
Price/Tangible Book Value Low,-35.89,-1.59,-1.96,-2.73,-4.18,-9.58,-6.94,-4.98,-5.92,-8.28
Price/Sales,1.61,1.60,1.36,2.26,2.78,3.28,2.58,2.21,2.41,2.34
Price/Sales Average,1.40,1.52,1.32,2.10,2.73,2.80,2.62,2.21,2.41,2.61
Price/Sales High,1.68,1.72,1.49,2.38,3.28,3.48,2.81,2.72,2.78,3.14
Price/Sales Low,1.03,1.26,1.16,1.68,2.10,2.14,2.27,1.67,1.91,2.27
Price/Cash Flow,9.49,9.54,11.00,23.48,22.83,18.83,20.07,14.39,15.95,18.51
Price/Cash Flow Average,8.26,9.03,10.64,21.78,22.39,16.05,20.33,14.39,15.97,20.67
Price/Cash Flow High,9.91,10.25,12.03,24.63,26.93,19.99,21.80,17.72,18.44,24.86
Price/Cash Flow Low,6.09,7.52,9.39,17.41,17.23,12.27,17.67,10.89,12.64,17.98
Price/Free Cash Flow,7.68,8.22,9.54,19.69,19.73,16.93,17.59,12.83,14.32,16.72
Price/Free Cash Flow Average,6.68,7.78,9.23,18.26,19.35,14.43,17.82,12.83,14.34,18.67
Price/Free Cash Flow High,8.02,8.82,10.43,20.65,23.28,17.97,19.11,15.79,16.55,22.46
Price/Free Cash Flow Low,4.93,6.48,8.14,14.59,14.89,11.03,15.49,9.71,11.34,16.24
EV/Sales,1.81,2.84,1.91,2.81,3.34,6.60,3.39,2.50,2.71,2.74
EV/Sales Average,1.61,2.74,1.87,2.65,3.29,5.69,3.44,2.50,2.71,3.01
EV/Sales High,1.88,2.98,2.04,2.92,3.84,6.98,3.69,3.00,3.07,3.54
EV/Sales Low,1.24,2.44,1.71,2.24,2.66,4.45,2.99,1.98,2.23,2.67
EV/EBITDA,8.37,15.09,9.45,11.98,17.47,33.24,24.88,15.06,15.74,16.29
EV/EBITDA Average,7.41,14.56,9.22,11.30,17.19,28.66,25.21,15.06,15.75,17.91
EV/EBITDA High,8.69,15.82,10.08,12.44,20.08,35.14,27.03,18.05,17.83,21.04
EV/EBITDA Low,5.72,12.98,8.46,9.54,13.91,22.43,21.91,11.92,12.94,15.89
EV/EBIT,10.31,20.26,12.41,15.46,22.39,41.09,36.90,22.86,23.00,24.21
EV/EBIT Average,9.13,19.55,12.12,14.58,22.03,35.43,37.39,22.87,23.02,26.61
EV/EBIT High,10.71,21.25,13.25,16.05,25.73,43.45,40.08,27.39,26.06,31.27
EV/EBIT Low,7.05,17.43,11.11,12.31,17.83,27.73,32.49,18.10,18.91,23.62
Last Price,75.98,77.11,82.09,108.99,144.54,189.13,200.08,187.65,212.94,208.21
High Price,79.32,82.79,89.78,114.32,170.54,200.77,217.31,230.99,246.08,279.71
Low Price,48.75,60.78,70.10,80.78,109.08,123.24,176.16,142.01,168.70,202.31
Enterprise Value,9090,14440,14263,16584,20598,44868,43620,45567,48200,46694
Enterprise Value Average,8051,13931,13930,15640,20268,38687,44189,45572,48254,51334
Enterprise Value High,9443,15142,15221,17222,23673,47445,47380,54592,54613,60323
Enterprise Value Low,6217,12420,12769,13210,16404,30279,38400,36064,39639,45570
