,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,47,57,67,90,98,164,159,158,178,180
Diluted Weighted Avg Shares,42,53,63,75,98,105,164,158,177,177
Basic Weighted Avg Shares,42,53,63,75,97,105,163,158,177,177
Revenue per Share,4.95,9.38,7.09,7.02,12.37,20.80,24.25,17.81,38.48,54.62
EBITDA per Share,3.85,7.24,4.64,4.73,9.56,15.97,17.93,11.70,30.31,44.56
Operating Income per Share,2.27,4.03,1.18,2.36,6.21,10.01,9.08,3.45,23.09,36.94
"Basic EPS, GAAP",1.30,3.67,-8.74,-2.20,4.95,8.08,1.47,-28.59,12.35,24.84
Basic EPS from Cont Ops,1.30,3.71,-8.69,-2.20,5.30,9.03,1.93,-29.57,12.88,25.84
"Diluted EPS, GAAP",1.29,3.64,-8.74,-2.20,4.94,8.06,1.46,-28.59,12.35,24.84
Diluted EPS from Cont Ops,1.29,3.68,-8.69,-2.20,5.29,9.01,1.92,-29.57,12.88,25.84
Dividend per Share,0,0,0,0,0,0.36,0.69,1.49,1.77,8.90
Cash Flow per Share,3.71,6.75,6.61,4.42,9.12,14.95,16.72,13.41,22.33,35.83
Free Cash Flow per Basic Share,-18.66,-20.66,-7.71,-11.44,-24.76,-18.34,-5.92,0.47,9.31,15.97
Cash & Equivalents per Share,0.33,0.53,0.30,18.49,1.15,1.31,0.77,0.66,3.68,0.87
Book Value per Share,0.06,3.46,-5.30,-5.75,-0.37,4.65,5.61,-24.43,-11.24,4.47
Tangible Book Value per Share,17.95,34.90,31.57,44.58,56.86,86.24,93.75,62.02,74.60,87.24
