,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,9346,12113,16488,18511,20964,21774,29074,28563,30635,29575
- Cash & Cash Equivalents,26,62,50,38,39,85,38,25,16,29
+ Preferred Equity and Hybrid Capital,0,0,30,30,30,30,30,30,30,30
+ Minority/Non Controlling Interest,0,0,0,0,0,23,111,162,170,209
+ Total Debt,5243,5228,10377,10176,11033,11799,12735,14291,15590,17295
Enterprise Value,14563,17279,26846,28679,31988,33543,41912,43021,46409,47080
Total Capital,9478,9650,14710,14823,16244,17394,18807,20816,22569,24803
Total Debt/Capital (%),55.31,54.18,70.54,68.65,67.92,67.83,67.71,68.65,69.08,69.73
Total Debt / EV,0.36,0.30,0.39,0.35,0.34,0.35,0.30,0.33,0.34,0.37
EV/Sales,3.22,3.46,4.53,3.84,4.18,4.37,5.57,5.94,5.58,4.91
EV/EBITDA,9.84,11.28,14.64,11.73,12.38,14.49,17.05,16.04,16.64,15.45
EV/EBIT,13.48,15.54,21.47,17.05,17.92,22.84,27.37,25.22,27.06,24.47
EV/Cash Flow to Firm,10.48,12.83,18.00,12.18,13.36,11.86,14.98,16.48,19.01,18.99
EV/Free Cash Flow to Firm,6.88,8.19,9.74,7.59,7.35,6.78,8.29,8.87,9.89,9.74
Diluted Market Cap,9500,12219,14243,18586,21072,21869,29190,28659,30719,29638
Diluted Enterprise Value,14717,17385,24601,28755,32096,33638,42029,43118,46493,47143
EV per Share,64.45,76.62,85.04,90.87,101.37,106.31,132.87,136.39,147.13,149.26
TTM Sales,4519,4997,5926,7472,7649,7680,7523,7242,8316,9597
TTM EBITDA,1480,1532,1834,2445,2584,2314,2458,2682,2789,3047
TTM Operating Income,1080,1112,1251,1682,1785,1468,1531,1706,1715,1924
TTM Cash Flow to Firm,1390,1347,1491,2355,2395,2829,2797,2611,2441,2480
TTM Free Cash Flow to Firm,2115,2108,2757,3778,4354,4945,5058,4850,4694,4833
