,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.16,0.26,0.22,0.20,0.13,0.20,0.26,0.88,0.32,0.42
Current Ratio,1.91,1.75,2.10,1.68,1.90,1.55,1.72,2.26,1.64,1.85
Quick Ratio,1.06,1.01,1.16,0.96,1.03,0.98,1.13,1.70,1.05,1.18
CFO/Avg Current Liab,0.49,0.60,0.45,0.71,0.72,0.71,0.65,0.81,0.73,0.32
Common Equity/Total Assets,47.56,53.25,64.14,69.03,55.62,66.26,63.90,65.67,26.12,31.78
Long-Term Debt/Equity (%),36.15,42.15,56.76,33.17,54.68,27.46,27.63,21.09,53.78,44.38
Long-Term Debt/Capital (%),28.78,27.24,30.47,20.38,33.28,18.70,19.86,16.58,52.07,42.66
Long-Term Debt/Total Assets (%),19.96,21.60,28.42,18.61,27.79,16.07,16.38,13.43,28.38,25.22
Total Debt/Equity (%),36.38,48.01,58.18,39.73,54.86,33.66,31.33,24.11,53.78,48.06
Total Debt/Capital (%),28.96,31.03,31.23,24.41,33.39,22.92,22.52,18.96,52.07,46.20
Total Debt/Total Assets (%),20.08,24.60,29.13,22.29,27.88,19.70,18.57,15.36,28.38,27.31
CFO/Total Liabilities,16.56,20.60,15.68,26.07,19.80,28.29,25.85,33.64,12.08,7.86
CFO/CapEx,2.81,6.62,4.47,3.62,6.41,5.15,5.45,8.67,8.12,5.26
Altman's Z-Score,5.44,5.81,6.11,6.66,6.40,7.57,8.64,8.89,5.31,5.93
