,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,3450,3817,3080,4319,6438,7317,12732,14452,20327,18761
- Cash & Cash Equivalents,66,141,85,99,71,143,200,673,475,638
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,47,41,0,0,0,0,0,0,0,4
+ Total Debt,553,705,782,618,1073,751,851,779,4099,3921
Enterprise Value,3984,4421,3777,4838,7440,7926,13383,14558,23952,22047
Total Capital,1908,2272,2504,2531,3213,3275,3777,4107,7873,8487
Total Debt/Capital (%),28.96,31.03,31.23,24.41,33.39,22.92,22.52,18.96,52.07,46.20
Total Debt / EV,0.14,0.16,0.21,0.13,0.14,0.09,0.06,0.05,0.17,0.18
EV/Sales,1.70,1.85,1.64,2.26,2.86,2.73,4.23,4.72,5.19,4.04
EV/EBITDA,12.02,11.37,10.15,14.06,16.59,14.97,22.17,24.41,24.05,16.90
EV/EBIT,16.58,15.01,13.41,18.83,22.17,19.02,27.22,30.32,38.37,22.68
EV/Cash Flow to Firm,18.03,14.62,16.54,14.43,18.56,16.92,26.77,23.03,26.28,39.06
EV/Free Cash Flow to Firm,13.57,12.78,13.72,11.44,16.20,14.27,22.75,20.70,23.64,33.56
Diluted Market Cap,3490,3946,3212,4367,6576,7502,13064,14823,20327,19076
Diluted Enterprise Value,4023,4551,3909,4886,7578,8111,13715,14928,23952,22362
EV per Share,106.03,120.62,109.42,137.79,209.34,219.62,366.18,393.95,512.97,469.96
TTM Sales,2339,2394,2298,2140,2604,2902,3164,3086,4614,5459
TTM EBITDA,331,389,372,344,449,530,604,596,996,1304
TTM Operating Income,240,295,282,257,336,417,492,480,624,972
TTM Cash Flow to Firm,221,302,228,335,401,469,500,632,912,564
TTM Free Cash Flow to Firm,294,346,275,423,459,555,588,703,1013,657
