,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.02,0.05,0.00,0.01,0.01,0.03,0.01,0.04,0.02,0.01
Current Ratio,1.59,0.86,0.61,0.75,0.42,1.13,0.43,0.68,0.52,0.53
Quick Ratio,0.76,0.25,0.17,0.25,0.13,0.36,0.11,0.21,0.13,0.15
CFO/Avg Current Liab,0.88,0.96,0.68,0.68,0.59,0.37,0.48,0.30,0.35,0.22
Common Equity/Total Assets,16.03,16.04,16.57,16.30,16.55,16.52,16.57,16.92,17.53,17.42
Long-Term Debt/Equity (%),90.70,99.07,89.76,106.24,91.52,109.62,102.37,114.96,112.44,122.18
Long-Term Debt/Capital (%),55.15,59.40,56.22,62.15,51.22,60.36,58.27,65.33,60.48,62.70
Long-Term Debt/Total Assets (%),26.80,29.84,28.19,32.27,28.27,34.01,33.13,38.22,36.30,38.03
Total Debt/Equity (%),110.13,107.98,101.82,112.37,120.52,124.20,120.77,121.71,131.60,138.91
Total Debt/Capital (%),66.97,64.74,63.77,65.73,67.45,68.38,68.74,69.16,70.79,71.28
Total Debt/Total Assets (%),32.54,32.53,31.98,34.13,37.23,38.53,39.09,40.46,42.49,43.24
CFO/Total Liabilities,9.34,10.56,10.16,9.23,10.03,4.96,5.85,4.24,4.63,3.50
CFO/CapEx,0,0,0,0,0,0,0,0,0,0
Altman's Z-Score,1.16,1.17,1.10,1.16,1.12,1.17,1.23,1.18,1.26,1.14
