,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,9.18,8.88,8.51,8.79,8.39,8.40,8.64,8.23,8.03,7.90
Days Sales Outstanding,39.75,41.11,42.89,41.52,43.49,43.45,42.24,44.33,45.48,46.21
Inventory Turnover,5.27,5.85,5.91,5.87,5.34,5.19,5.26,4.97,5.56,5.83
Days Inventory Outstanding,69.23,62.36,61.79,62.20,68.41,70.36,69.40,73.47,65.61,62.65
Accounts Payable Turnover,19.31,16.81,15.26,17.24,16.97,16.94,16.29,15.98,14.57,13.11
Accounts Payable Turnover Days,18.91,21.71,23.92,21.17,21.51,21.55,22.40,22.84,25.05,27.84
Cash Conversion Cycle,90.08,81.76,80.76,82.55,90.39,92.26,89.24,94.96,86.04,81.02
Inventory to Cash Days,-29.48,-21.24,-18.90,-20.68,-24.92,-26.91,-27.16,-29.15,-20.13,-16.44
Inventories,347,485,469,522,601,663,691,709,753,874
Raw Materials,62,125,111,116,129,140,174,185,224,225
Work In Process,16,65,55,61,63,67,42,37,30,25
Finished Goods,368,414,434,479,553,616,644,667,713,932
Other Inventory,0,0,0,0,0,0,0,0,0,0
