,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,4634,7463,8852,13995,13897,10513,17344,17503,27331,20988
- Cash & Cash Equivalents,42,109,168,50,1446,45,21,207,258,358
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,37,2,3,3,3,3,3,3,2,2
+ Total Debt,1031,1585,1583,1686,3027,3120,2774,2674,5155,5040
Enterprise Value,5660,8941,10270,15634,15481,13592,20099,19972,32230,25672
Total Capital,2217,2801,2461,2625,4471,4817,4854,5285,8320,8762
Total Debt/Capital (%),46.50,56.61,64.33,64.24,67.71,64.78,57.14,50.60,61.96,57.52
Total Debt / EV,0.18,0.18,0.15,0.11,0.20,0.23,0.14,0.13,0.16,0.20
EV/Sales,2.63,3.02,2.90,4.09,3.90,3.20,4.24,4.22,5.95,4.17
EV/EBITDA,14.44,15.40,13.67,16.23,15.39,12.97,15.99,14.26,21.73,14.91
EV/EBIT,25.96,24.99,21.05,23.05,21.84,19.30,22.70,19.84,31.24,21.12
EV/Cash Flow to Firm,16.26,21.16,16.39,20.94,20.28,16.63,18.75,17.43,25.68,22.84
EV/Free Cash Flow to Firm,11.24,13.65,10.87,13.79,13.19,11.39,13.72,13.27,19.21,15.99
Diluted Market Cap,4636,6331,9201,14147,13970,10612,17427,17531,27419,21123
Diluted Enterprise Value,5662,7809,10619,15786,15553,13690,20183,20000,32317,25807
EV per Share,122.34,132.87,159.28,247.47,246.23,217.42,322.10,320.58,516.50,413.40
TTM Sales,2156,2958,3540,3819,3966,4244,4739,4730,5414,6161
TTM EBITDA,392,581,752,963,1006,1048,1257,1400,1483,1722
TTM Operating Income,218,358,488,678,709,704,885,1007,1032,1216
TTM Cash Flow to Firm,348,423,626,746,763,817,1072,1146,1255,1124
TTM Free Cash Flow to Firm,503,655,945,1134,1174,1193,1465,1506,1678,1606
