,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,1.47,1.46,0.74,0.58,0.44,0.37,0.59,1.36,0.90,1.05
Current Ratio,2.20,2.45,1.72,1.07,0.86,0.83,1.13,1.88,1.38,1.53
Quick Ratio,1.56,1.63,0.84,0.67,0.51,0.46,0.71,1.49,1.00,1.16
CFO/Avg Current Liab,0.56,-0.06,-0.36,-0.03,-0.01,0.24,0.23,0.48,0.68,0.63
Common Equity/Total Assets,-47.15,-24.51,-28.70,-13.22,-17.36,-17.88,-17.73,-10.35,0.53,15.65
Long-Term Debt/Equity (%),90.97,272.90,249.38,101.24,167.90,148.94,143.45,40.57,16.61,3.48
Long-Term Debt/Capital (%),-115.66,147.52,264.53,113.15,140.40,116.90,131.77,123.25,61.27,9.30
Long-Term Debt/Total Assets (%),25.11,42.54,33.56,26.38,33.00,31.62,33.91,18.42,8.44,1.94
Total Debt/Equity (%),92.15,342.24,307.52,120.72,183.14,189.61,165.46,49.58,21.64,6.75
Total Debt/Capital (%),-117.16,184.99,326.21,134.92,153.13,148.82,151.99,150.60,79.84,18.04
Total Debt/Total Assets (%),25.44,53.34,41.38,31.45,36.00,40.25,39.11,22.51,11.00,3.76
CFO/Total Liabilities,14.74,-1.16,-7.49,-0.74,-0.26,8.96,9.18,20.88,37.64,40.41
CFO/CapEx,0.98,-0.06,-0.32,-0.78,-0.09,9.59,21.86,1.83,1.43,2.05
Altman's Z-Score,6.87,3.88,2.66,1.29,1.30,1.86,2.25,14.94,23.12,8.40
