,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,4.67,4.02,3.92,3.79,3.91,3.75,4.95,3.56,4.08,4.19
Days Sales Outstanding,78.23,90.87,93.14,96.23,93.45,97.30,73.80,102.66,89.39,87.13
Inventory Turnover,10.81,9.55,7.59,5.90,5.18,4.78,7.08,6.47,10.88,13.95
Days Inventory Outstanding,33.77,38.22,48.08,61.89,70.40,76.44,51.54,56.40,33.54,26.17
Accounts Payable Turnover,23.05,24.48,35.11,47.72,46.64,42.92,41.73,22.41,25.52,17.87
Accounts Payable Turnover Days,15.83,14.91,10.39,7.65,7.83,8.50,8.75,16.29,14.30,20.43
Cash Conversion Cycle,96.18,114.18,130.83,150.47,156.02,165.23,116.60,142.77,108.62,92.87
Inventory to Cash Days,44.46,52.65,45.06,34.34,23.05,20.86,22.26,46.26,55.85,60.96
Inventories,772,922,1271,1427,1828,1988,2876,1757,1504,1342
Raw Materials,0,0,0,0,0,0,0,0,0,0
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,0,0,0,0,0,0,0,0,0,0
Other Inventory,772,922,1271,1427,1828,1988,2876,1757,1504,1342
