,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,20.60,10.38,16.02,22.40,66.27,8.35,7.71,9.38,4.39,9.92
Price/Earnings Average,16.41,10.90,18.33,18.97,70.27,10.37,8.53,6.78,6.25,15.68
Price/Earnings High,20.73,12.66,21.91,22.92,78.74,11.85,9.99,10.78,14.39,23.05
Price/Earnings Low,12.11,9.08,13.19,14.56,59.25,7.96,6.51,2.57,3.99,8.99
Price/Book Value,-1.52,-1.29,-1.06,-1.36,-1.20,-0.94,3.00,2.19,1.41,0.74
Price/Book Value Average,-1.21,-1.36,-1.21,-1.15,-1.27,-1.17,3.32,1.59,2.00,1.18
Price/Book Value High,-1.53,-1.57,-1.44,-1.39,-1.42,-1.34,3.89,2.52,4.61,1.73
Price/Book Value Low,-0.90,-1.13,-0.87,-0.88,-1.07,-0.90,2.54,0.60,1.28,0.67
Price/Tangible Book Value,-7.55,-4.93,-3.37,-6.88,-4.05,-3.41,-3.82,-6.73,5.58,2.49
Price/Tangible Book Value Average,-6.01,-5.18,-3.85,-5.83,-4.29,-4.23,-4.23,-4.87,7.94,3.93
Price/Tangible Book Value High,-7.60,-6.02,-4.60,-7.04,-4.81,-4.83,-4.94,-7.73,18.28,5.77
Price/Tangible Book Value Low,-4.44,-4.32,-2.77,-4.47,-3.62,-3.25,-3.22,-1.84,5.07,2.25
Price/Sales,2.53,2.22,1.63,2.15,1.73,1.13,0.92,0.90,0.70,0.36
Price/Sales Average,2.02,2.34,1.87,1.82,1.83,1.40,1.02,0.65,0.99,0.57
Price/Sales High,2.55,2.71,2.23,2.20,2.05,1.60,1.19,1.03,2.29,0.84
Price/Sales Low,1.49,1.95,1.34,1.39,1.54,1.07,0.77,0.25,0.63,0.33
Price/Cash Flow,20.66,24.08,16.24,16.76,26.67,11.48,20.74,9.91,20.93,50.02
Price/Cash Flow Average,16.46,25.30,18.58,14.20,28.28,14.25,22.95,7.16,29.77,79.07
Price/Cash Flow High,20.79,29.38,22.20,17.15,31.69,16.28,26.86,11.38,68.59,116.20
Price/Cash Flow Low,12.15,21.06,13.37,10.90,23.85,10.94,17.51,2.71,19.03,45.31
Price/Free Cash Flow,19.05,21.56,14.61,15.15,19.32,9.34,16.25,8.71,15.60,19.02
Price/Free Cash Flow Average,15.18,22.64,16.72,12.83,20.48,11.59,17.98,6.30,22.18,30.06
Price/Free Cash Flow High,19.17,26.29,19.98,15.50,22.95,13.25,21.04,10.00,51.10,44.17
Price/Free Cash Flow Low,11.20,18.85,12.03,9.85,17.27,8.90,13.72,2.38,14.18,17.22
EV/Sales,2.88,2.54,2.14,2.66,2.37,1.80,1.64,1.65,1.18,0.86
EV/Sales Average,2.37,2.64,2.37,2.35,2.47,2.07,1.74,1.40,1.48,1.07
EV/Sales High,2.89,2.99,2.72,2.70,2.68,2.26,1.91,1.79,2.79,1.34
EV/Sales Low,1.85,2.28,1.87,1.96,2.20,1.74,1.50,1.00,1.12,0.83
EV/EBITDA,11.84,11.02,11.11,12.29,11.62,8.72,9.23,8.16,7.67,8.07
EV/EBITDA Average,9.76,11.47,12.27,10.88,12.11,10.03,9.78,6.93,9.61,10.06
EV/EBITDA High,11.90,12.98,14.07,12.51,13.14,10.99,10.75,8.82,18.11,12.59
EV/EBITDA Low,7.63,9.91,9.68,9.07,10.76,8.46,8.42,4.93,7.26,7.75
EV/EBIT,13.50,12.09,12.32,13.35,12.63,9.42,10.14,8.91,8.42,9.24
EV/EBIT Average,11.13,12.59,13.61,11.82,13.16,10.83,10.74,7.57,10.54,11.51
EV/EBIT High,13.57,14.24,15.61,13.58,14.28,11.87,11.81,9.63,19.87,14.41
EV/EBIT Low,8.70,10.87,10.74,9.85,11.70,9.15,9.25,5.39,7.96,8.87
Last Price,63.66,55.83,46.76,63.62,59.00,43.41,41.48,36.90,31.12,16.88
High Price,64.06,68.10,63.95,65.09,70.10,61.59,53.71,42.37,101.97,39.21
Low Price,37.43,48.83,38.51,41.36,52.75,41.38,35.02,10.10,28.29,15.29
Enterprise Value,43980,35024,29775,34988,32474,26076,45599,41784,33774,25926
Enterprise Value Average,36265,36453,32901,30976,33838,29987,48320,35474,42293,32293
Enterprise Value High,44219,41245,37734,35594,36725,32857,53124,45158,79685,40434
Enterprise Value Low,28347,31475,25955,25817,30080,25319,41624,25248,31940,24893
