,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.09,0.11,0.09,0.16,0.07,0.07,0.07,0.36,0.66,0.26
Current Ratio,1.28,1.39,1.61,1.64,1.58,1.48,1.32,1.66,1.76,1.23
Quick Ratio,0.91,0.96,1.11,1.06,1.00,0.95,0.87,1.21,1.40,0.92
CFO/Avg Current Liab,0.46,0.31,0.37,0.46,0.23,0.33,0.18,0.26,0.11,0.02
Common Equity/Total Assets,-94.32,-91.10,-86.33,-79.45,-90.67,-78.69,17.16,19.70,24.47,25.24
Long-Term Debt/Equity (%),59.60,93.40,147.87,241.31,478.46,337.55,149.83,132.66,84.01,72.16
Long-Term Debt/Capital (%),-32.19,-44.03,-68.16,-90.09,-108.32,-135.33,68.18,65.79,56.39,52.28
Long-Term Debt/Total Assets (%),22.51,27.04,34.61,36.73,45.41,43.30,40.21,40.45,32.92,29.17
Total Debt/Equity (%),64.58,102.53,151.86,254.13,513.75,362.05,155.23,132.76,84.05,73.18
Total Debt/Capital (%),-34.88,-48.34,-70.00,-94.88,-116.31,-145.15,70.63,65.84,56.42,53.02
Total Debt/Total Assets (%),24.39,29.69,35.55,38.68,48.75,46.44,41.66,40.48,32.94,29.58
CFO/Total Liabilities,11.41,7.46,7.66,8.20,4.70,7.48,3.39,6.27,2.67,0.63
CFO/CapEx,8.83,7.16,8.15,8.60,2.49,4.13,3.57,7.08,2.69,0.61
Altman's Z-Score,0.74,0.51,0.35,0.63,0.60,0.66,2.38,2.24,2.14,1.80
