,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,37941,28306,21650,26211,22597,16192,25521,22767,20166,10967
- Cash & Cash Equivalents,397,428,323,598,285,322,632,2984,6267,2885
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,54,82,685,568,570
+ Total Debt,6436,7146,8448,9375,10162,10152,20628,21316,19307,17274
Enterprise Value,43980,35024,29775,34988,32474,26076,45599,41784,33774,25926
Total Capital,-18453,-14784,-12069,-9881,-8737,-6994,29205,32377,34219,32582
Total Debt/Capital (%),-34.88,-48.34,-70.00,-94.88,-116.31,-145.15,70.63,65.84,56.42,53.02
Total Debt / EV,0.15,0.20,0.28,0.27,0.31,0.39,0.45,0.51,0.57,0.67
EV/Sales,2.88,2.54,2.14,2.66,2.37,1.80,1.64,1.65,1.18,0.86
EV/EBITDA,11.84,11.02,11.11,12.29,11.62,8.72,9.23,8.16,7.67,8.07
EV/EBIT,13.50,12.09,12.32,13.35,12.63,9.42,10.14,8.91,8.42,9.24
EV/Cash Flow to Firm,20.73,23.19,17.81,17.67,27.11,14.19,20.78,13.27,18.59,26.37
EV/Free Cash Flow to Firm,18.84,20.75,16.15,16.08,20.90,11.95,17.96,12.03,15.56,19.33
Diluted Market Cap,39724,31321,22866,28502,24013,16539,25593,22804,20384,10972
Diluted Enterprise Value,45763,38039,30991,37279,33890,26423,45671,41821,33992,25931
EV per Share,73.79,69.08,64.31,84.92,84.79,69.91,74.11,67.72,52.12,39.90
TTM Sales,15284,13806,13886,13166,13692,14514,27812,25285,28586,30154
TTM EBITDA,3716,3177,2681,2846,2795,2991,4942,5118,4401,3211
TTM Operating Income,3259,2896,2417,2621,2572,2768,4499,4688,4011,2806
TTM Cash Flow to Firm,2122,1510,1672,1980,1198,1837,2195,3150,1817,983
TTM Free Cash Flow to Firm,2334,1688,1843,2176,1554,2182,2540,3474,2171,1341
