,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,14648,15889,16699,20357,22588,18128,22296,19146,24809,18444
- Cash & Cash Equivalents,35471,35365,36986,36807,50609,38926,43242,64276,69618,46626
+ Preferred Equity and Hybrid Capital,0,389,389,882,882,882,1273,885,885,885
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,7424,6893,8099,8893,12396,14066,11786,8601,7735,12383
Enterprise Value,-23975,-21186,-23040,-18183,-26663,-21652,-21323,-54836,-49815,-41614
Total Capital,14967,22967,25048,27572,32297,35351,34534,32497,32869,37441
Total Debt/Capital (%),49.60,30.01,32.33,32.25,38.38,39.79,34.13,26.47,23.53,33.07
Total Debt / EV,-0.31,-0.33,-0.35,-0.49,-0.46,-0.65,-0.55,-0.16,-0.16,-0.30
EV/Sales,0,0,0,0,0,0,0,0,0,0
EV/EBITDA,0,0,0,0,0,0,0,0,0,0
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,0,0,0,0,0,0,0,0,0,0
EV/Free Cash Flow to Firm,0,0,0,0,0,0,0,0,0,0
Diluted Market Cap,14847,16184,17058,20406,22940,18581,22923,19212,24945,18483
Diluted Enterprise Value,-13200,-11900,-11440,-6626,-14391,-5398,-7260,-35578,-36053,-14875
EV per Share,0,0,0,0,0,0,0,0,0,0
TTM Sales,4089,4331,4603,4844,5375,5960,6073,6101,6465,6761
TTM EBITDA,319,336,352,373,422,461,459,500,516,554
TTM Operating Income,0,0,0,0,0,0,0,0,0,0
TTM Cash Flow to Firm,688,812,1732,1386,1471,1212,1961,1748,1338,1643
TTM Free Cash Flow to Firm,1073,1222,2166,1860,1944,1718,2561,2308,1853,2367
