,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,2676,2546,2284,2142,2195,1745,1785,2444,2790,2746
"+ Cash, Cash Equivalents & STI",1043,990,894,720,701,240,75,512,627,467
+ Cash & Cash Equivalents,1043,990,894,720,701,240,75,512,627,467
+ ST Investments,0,0,0,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,1123,1038,1074,1164,1188,1255,1455,1617,1952,2046
"+ Accounts Receivable, Net",171,244,236,318,444,261,318,397,433,636
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",952,794,838,846,744,994,1137,1220,1519,1410
+ Inventories,311,339,285,210,183,128,136,137,161,183
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,311,339,285,210,183,128,136,137,161,183
+ Other ST Assets,199,179,31,48,123,122,119,178,50,50
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,3549,3723,3740,4210,4179,4638,5246,5713,7837,8111
"+ Property, Plant & Equip, Net",1897,1792,1827,1986,2215,2517,3033,3170,3348,3480
"+ Property, Plant & Equip",3301,3143,3316,3613,3985,4346,4994,5194,5497,5799
- Accumulated Depreciation,1404,1351,1489,1627,1770,1829,1961,2024,2149,2319
+ LT Investments & Receivables,0,0,0,0,0,0,0,0,0,0
+ LT Investments,0,0,0,0,0,0,0,0,0,0
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,1652,1931,1913,2224,1964,2121,2213,2543,4489,4631
+ Total Intangible Assets,1409,1573,1451,1782,1725,1755,1865,2129,3787,3637
