,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,28404,34159,25271,31385,41174,39681,49933,59489,70783,56203
- Cash & Cash Equivalents,1443,973,1101,956,690,358,580,1115,839,456
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,9448,9026,10093,10212,9836,11145,12196,12681,13840,15182
Enterprise Value,36291,42212,34263,40641,50320,50468,61549,71055,83784,70929
Total Capital,19097,19684,20583,20929,24297,24854,25662,25818,25668,26109
Total Debt/Capital (%),49.47,45.85,49.04,48.79,40.48,44.84,47.53,49.12,53.92,58.15
Total Debt / EV,0.26,0.21,0.29,0.25,0.20,0.22,0.20,0.18,0.17,0.21
EV/Sales,3.23,3.63,3.26,4.11,4.77,4.40,5.45,7.26,7.52,5.57
EV/EBITDA,8.68,9.32,8.69,9.90,10.83,9.97,12.00,15.65,14.89,11.76
EV/EBIT,11.14,11.81,11.88,13.22,14.03,12.75,15.43,20.98,18.84,14.75
EV/Cash Flow to Firm,10.62,13.19,10.63,11.96,11.97,12.15,14.11,17.19,17.62,14.87
EV/Free Cash Flow to Firm,6.74,7.94,6.11,7.69,8.49,8.27,9.64,12.62,13.46,10.56
Diluted Market Cap,29013,34631,25831,31989,42064,41472,51423,60552,73123,58057
Diluted Enterprise Value,37018,42684,34823,41245,51210,52259,63039,72118,86124,72783
EV per Share,117.49,136.95,115.06,139.94,177.09,188.25,238.65,281.86,348.86,310.99
TTM Sales,11245,11624,10511,9888,10551,11458,11296,9789,11142,12745
TTM EBITDA,4179,4531,3943,4104,4645,5063,5128,4541,5628,6030
TTM Operating Income,3257,3575,2884,3074,3586,3959,3989,3387,4447,4809
TTM Cash Flow to Firm,3416,3200,3224,3398,4203,4154,4363,4134,4756,4770
TTM Free Cash Flow to Firm,5387,5318,5609,5285,5926,6105,6382,5628,6226,6718
