,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),29.41,29.69,24.26,1.04,7.63,7.10,12.74,11.48,18.12,20.53
Return on Assets (%),17.81,19.55,18.04,0.97,8.66,8.19,9.50,6.42,10.34,13.24
Return on Capital (%),29.36,29.69,24.26,1.04,7.63,7.10,8.39,0,9.41,11.23
Return on Invested Capital (%),23.47,24.94,22.98,1.94,12.94,15.11,11.88,0,11.98,15.00
Gross Margin (%),26.59,27.21,26.09,12.76,16.89,18.73,20.45,17.40,22.62,23.88
EBITDA Margin (%),19.77,20.16,20.15,5.25,10.00,10.83,15.10,12.43,14.30,17.01
Operating Margin (%),16.78,17.47,17.26,1.50,6.35,6.68,8.36,5.36,10.92,13.68
Incremental Operating Margin (%),16.26,19.95,15.02,120.36,39.46,10.52,19.69,-36.74,32.23,32.85
Pretax Margin (%),16.63,17.39,17.10,0.99,6.16,5.52,8.20,4.91,10.77,13.68
Profit Margin (%),10.19,10.84,10.57,0.59,3.94,3.63,6.27,5.94,8.65,10.41
Net Income to Common Margin (%),10.19,10.84,10.57,0.59,3.94,3.63,6.27,5.94,8.65,10.41
Effective Tax Rate (%),38.74,37.65,38.22,40.79,36.08,34.23,23.59,0,19.66,23.90
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,0
Sustainable Growth Rate (%),29.41,29.69,24.26,1.04,7.63,7.10,12.74,11.48,18.12,20.53
