,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,0,0,36.30,34.09,49.34,47.92,51.55,64.63,54.03,33.98
Price/Earnings Average,0,0,35.42,33.05,37.43,47.54,50.16,45.01,71.65,46.27
Price/Earnings High,0,0,42.34,38.45,53.20,53.93,58.00,68.18,87.34,93.55
Price/Earnings Low,0,0,29.85,26.36,26.15,40.42,39.11,22.91,50.45,31.67
Price/Book Value,0,0,66.84,23.03,23.11,16.62,15.18,21.94,13.55,4.27
Price/Book Value Average,0,0,65.23,22.32,17.53,16.49,14.77,15.28,17.97,5.81
Price/Book Value High,0,0,77.97,25.97,24.92,18.71,17.08,23.14,21.91,11.75
Price/Book Value Low,0,0,54.97,17.80,12.25,14.02,11.52,7.78,12.65,3.98
Price/Tangible Book Value,0,0,4.78,4.56,7.69,11.81,12.74,27.46,25.07,9.77
Price/Tangible Book Value Average,0,0,4.67,4.42,5.83,11.72,12.40,19.12,33.24,13.31
Price/Tangible Book Value High,0,0,5.58,5.15,8.29,13.29,14.34,28.97,40.52,26.91
Price/Tangible Book Value Low,0,0,3.93,3.53,4.08,9.96,9.67,9.73,23.40,9.11
Price/Sales,0,0,4.82,4.40,6.76,6.38,7.13,12.66,8.88,2.99
Price/Sales Average,0,0,4.70,4.27,5.13,6.33,6.94,8.82,11.77,4.07
Price/Sales High,0,0,5.62,4.97,7.29,7.18,8.02,13.35,14.35,8.22
Price/Sales Low,0,0,3.96,3.41,3.58,5.38,5.41,4.49,8.29,2.78
Price/Cash Flow,0,0,17.51,15.12,34.99,17.98,27.79,46.39,35.53,14.14
Price/Cash Flow Average,0,0,17.09,14.66,26.55,17.84,27.04,32.31,47.11,19.26
Price/Cash Flow High,0,0,20.42,17.06,37.73,20.23,31.27,48.94,57.43,38.93
Price/Cash Flow Low,0,0,14.40,11.69,18.55,15.16,21.08,16.44,33.17,13.18
Price/Free Cash Flow,0,0,13.72,12.56,28.11,15.88,24.36,40.89,31.40,12.65
Price/Free Cash Flow Average,0,0,13.39,12.18,21.33,15.76,23.70,28.48,41.63,17.23
Price/Free Cash Flow High,0,0,16.00,14.17,30.31,17.88,27.41,43.14,50.75,34.83
Price/Free Cash Flow Low,0,0,11.28,9.71,14.90,13.40,18.48,14.50,29.31,11.79
EV/Sales,0,0,4.46,3.94,6.39,5.87,6.80,12.45,8.82,2.92
EV/Sales Average,0.00,0,4.56,4.11,4.98,5.91,6.80,9.00,11.86,4.10
EV/Sales High,0.00,0,5.48,4.81,7.13,6.76,7.89,13.53,14.43,8.19
EV/Sales Low,0.00,0,3.82,3.25,3.43,4.97,5.27,4.68,8.40,2.84
EV/EBITDA,0,0,19.48,18.47,27.30,27.64,32.66,57.86,40.02,15.01
EV/EBITDA Average,0.01,-0.40,19.92,19.31,21.26,27.87,32.66,41.83,53.86,21.05
EV/EBITDA High,0.01,-0.40,23.94,22.57,30.48,31.85,37.86,62.89,65.51,42.05
EV/EBITDA Low,0.01,-0.40,16.69,15.26,14.67,23.44,25.32,21.73,38.13,14.56
EV/EBIT,0,0,27.33,26.90,37.03,36.21,43.33,77.93,51.73,19.90
EV/EBIT Average,0.01,-0.57,27.95,28.12,28.84,36.51,43.33,56.33,69.62,27.90
EV/EBIT High,0.01,-0.57,33.59,32.88,41.34,41.72,50.24,84.71,84.67,55.74
EV/EBIT Low,0.01,-0.57,23.41,22.22,19.89,30.71,33.60,29.27,49.28,19.30
Last Price,0,0,36.48,39.47,73.62,83.26,107.97,231.51,191.88,71.22
High Price,0,0,42.55,44.52,79.39,93.70,121.48,244.25,310.16,196.10
Low Price,0,0,30.00,30.52,39.02,70.22,81.91,82.07,179.15,66.39
Enterprise Value,-313,-751,41241,42665,83649,90636,120897,267158,223664,80472
Enterprise Value Average,8,-722,42179,44596,65143,91393,120889,193108,301022,112834
Enterprise Value High,8,-722,50688,52146,93379,104427,140156,290375,366118,225411
Enterprise Value Low,8,-722,35327,35248,44941,76861,93740,100350,213098,78054
