,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,5.55,5.72,5.11,5.17,4.97,4.95,5.54,4.97,6.81,7.15
Days Sales Outstanding,65.73,63.85,71.47,70.57,73.43,73.73,65.84,73.46,53.61,51.07
Inventory Turnover,4.56,4.70,4.49,4.92,4.73,5.01,5.43,4.72,5.58,5.40
Days Inventory Outstanding,80.00,77.68,81.25,74.12,77.17,72.89,67.27,77.32,65.37,67.64
Accounts Payable Turnover,6.88,6.74,5.59,5.85,5.29,4.86,5.29,4.78,5.94,5.88
Accounts Payable Turnover Days,53.02,54.12,65.27,62.35,69.00,75.12,68.96,76.30,61.43,62.05
Cash Conversion Cycle,92.72,87.41,87.45,82.34,81.60,71.49,64.15,74.49,57.55,56.66
Inventory to Cash Days,-14.27,-13.83,-9.78,-3.56,-3.74,0.84,-1.43,-3.86,-11.76,-16.58
Inventories,10330,9865,8135,8704,9881,10083,10950,9411,9178,10617
Raw Materials,1983,2056,2037,2040,2038,3052,3357,3015,3024,3477
Work In Process,12529,11785,11090,12182,13571,2673,2726,2924,3085,3839
Finished Goods,3360,3776,3183,3305,3845,4358,4867,3472,3069,3301
Other Inventory,0,0,0,0,0,0,0,0,0,0
