,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Sales/Revenue/Turnover,12282,12377,12019,11811,3045,13849,10489,9239,11842,11612
+ Sales & Services Revenue,12282,12377,12019,11811,3045,13849,10489,9239,11842,11612
- Cost of Revenue,6288,6394,6196,5845,1506,6827,4691,4371,5386,5516
+ Cost of Goods & Services,6288,6394,6196,5845,1506,6827,4691,4371,5386,5516
Gross Profit,5994,5983,5823,5966,1539,7021,5798,4868,6455,6097
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,4160,4178,4323,4463,1229,5345,4547,4240,4823,5034
"+ Selling, General & Admin",4160,4178,4323,4463,1229,5345,4547,4240,4823,5034
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),1834,1805,1499,1503,310,1676,1251,628,1632,1063
- Non-Operating (Income) Loss,482,224,84,87,16,148,524,172,109,1019
"+ Interest Expense, Net",73,75,77,70,21,63,52,127,131,165
+ Interest Expense,80,82,86,86,24,85,72,136,136,174
- Interest Income,7,7,9,16,3,23,20,9,5,10
+ Other Non-Op (Income) Loss,409,149,7,17,-5,86,472,45,-23,855
Pretax Income,1352,1580,1416,1416,294,1527,727,456,1523,43
- Income Tax Expense (Benefit),305,349,243,695,33,268,98,102,307,-75
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,1048,1232,1173,721,261,1259,629,355,1216,119
- Net Extraordinary Losses (Gains),280,0,197,213,8,-1,-246,-53,-171,0
+ Discontinued Operations,0,15,-5,-106,-8,1,50,53,171,0
+ Extraord. & Accounting Changes,280,-15,202,319,17,-2,-297,-106,-341,0
Income (Loss) Incl. MI,767,1232,976,509,253,1260,876,408,1387,119
- Minority Interest,-280,0,-98,-106,0,0,98,0,0,0
"Net Income, GAAP",1048,1232,1074,615,253,1260,778,408,1387,119
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",1048,1232,1074,615,253,1260,778,408,1387,119
Basic Weighted Avg Shares,433,425,416,399,395,395,395,390,390,388
"Basic EPS, GAAP",2.42,2.90,2.58,1.54,0.64,3.19,1.97,1.05,3.55,0.31
Basic EPS from Cont Ops,2.42,2.90,2.82,1.81,0.66,3.19,1.59,0.91,3.12,0.31
Diluted Weighted Avg Shares,440,432,422,404,401,400,400,392,392,388
"Diluted EPS, GAAP",2.38,2.85,2.54,1.52,0.63,3.15,1.94,1.04,3.53,0.31
Diluted EPS from Cont Ops,2.38,2.85,2.78,1.79,0.65,3.14,1.57,0.91,3.10,0.31
EBITDA,2109,2077,1781,1794,382,1977,1519,897,1899,1325
EBITDA Margin (%),17.17,16.78,14.82,15.19,12.53,14.27,14.48,9.71,16.04,11.41
EBITA,1834,1805,1499,1503,310,1676,1251,628,1632,1063
EBIT,1834,1805,1499,1503,310,1676,1251,628,1632,1063
Gross Margin (%),48.80,48.34,48.45,50.51,50.54,50.70,55.28,52.69,54.51,52.50
Operating Margin (%),14.93,14.58,12.47,12.73,10.18,12.10,11.93,6.80,13.78,9.15
Profit Margin (%),8.53,9.95,8.94,5.21,8.30,9.10,7.41,4.41,11.71,1.02
Sales per Employee,208172,193387,174188,171176,44137,184649,218512,230971,338338,351893
Dividend per Share,1.11,1.33,1.53,1.72,0.46,1.94,1.89,1.94,1.98,1.81
Depreciation Expense,275,272,282,291,72,301,268,269,267,262
