,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Market Capitalization,14923,17847,19581,21244,23680,30986,25934,36390,44656,38696
- Cash & Cash Equivalents,153,170,132,185,358,692,905,995,370,1222
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,0,0,0,0,0,796,899,897,881,866
Enterprise Value,14372,17310,19228,20921,23255,31059,25900,36255,44314,37966
Total Capital,961,898,930,905,934,2210,2334,2347,2554,2892
Total Debt/Capital (%),0,0,0,0,0,36.04,38.51,38.23,34.50,29.93
Total Debt / EV,0,0,0,0,0,0.03,0.03,0.02,0.02,0.02
EV/Sales,5.71,6.32,6.51,6.64,6.88,8.23,6.41,8.94,9.61,7.58
EV/EBITDA,13.21,14.92,15.24,15.31,16.31,20.00,15.51,21.94,21.81,17.18
EV/EBIT,14.62,16.43,16.77,16.88,18.06,22.65,17.73,24.82,24.08,18.67
EV/Cash Flow to Firm,16.30,19.33,18.87,21.75,18.18,23.84,17.61,28.16,28.90,21.98
EV/Free Cash Flow to Firm,14.88,17.34,17.22,19.80,16.23,21.77,16.21,25.85,26.60,20.30
Diluted Market Cap,15050,18015,19695,21433,23845,31202,26093,36623,45053,38889
Diluted Enterprise Value,14898,17845,19563,21249,23486,31306,26087,36525,45565,38533
EV per Share,39.59,47.92,53.35,58.21,64.78,86.44,72.19,100.77,123.13,105.32
TTM Sales,2519,2740,2952,3151,3381,3773,4041,4057,4612,5007
TTM EBITDA,1088,1160,1262,1367,1426,1553,1670,1653,2032,2210
TTM Operating Income,983,1054,1147,1240,1288,1371,1461,1461,1840,2033
TTM Cash Flow to Firm,882,896,1019,962,1279,1303,1471,1288,1533,1727
TTM Free Cash Flow to Firm,966,998,1117,1056,1433,1427,1598,1402,1666,1870
