,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash Ratio,0.12,0.12,0.08,0.07,0.08,0.15,0.21,0.21,0.23,0.27
Current Ratio,1.13,1.12,1.11,1.12,1.09,1.17,1.23,1.25,1.25,1.30
Quick Ratio,0.17,0.16,0.18,0.18,0.19,0.32,0.39,0.42,0.48,0.52
CFO/Avg Current Liab,0.20,0.20,0.23,0.21,0.25,0.25,0.31,0.27,0.29,0.31
Common Equity/Total Assets,15.09,13.85,14.44,13.25,12.51,16.28,16.78,15.71,17.37,19.22
Long-Term Debt/Equity (%),0,0,0,0,0,30.40,32.13,30.18,28.28,24.49
Long-Term Debt/Capital (%),0,0,0,0,0,36.04,38.29,37.91,34.16,29.58
Long-Term Debt/Total Assets (%),0,0,0,0,0,9.17,10.45,9.64,9.06,8.11
Total Debt/Equity (%),0,0,0,0,0,30.40,32.31,30.43,28.56,24.78
Total Debt/Capital (%),0,0,0,0,0,36.04,38.51,38.23,34.50,29.93
Total Debt/Total Assets (%),0,0,0,0,0,9.17,10.51,9.72,9.15,8.21
CFO/Total Liabilities,19.18,19.06,22.48,19.69,23.47,21.27,24.98,20.07,22.98,24.09
CFO/CapEx,10.47,8.71,10.42,10.18,8.29,10.42,11.35,11.00,11.35,11.88
Altman's Z-Score,3.29,3.66,4.10,4.11,4.08,4.80,4.58,5.21,6.02,5.24
