,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,178,179,178,178,178,181,181,181,182,182
Diluted Weighted Avg Shares,179,180,180,179,179,180,181,182,182,182
Basic Weighted Avg Shares,178,179,179,178,178,180,181,181,182,182
Revenue per Share,16.30,16.83,17.65,18.55,18.86,19.11,19.94,20.87,21.59,20.84
EBITDA per Share,7.61,7.96,8.45,8.65,9.66,9.36,9.87,10.23,10.07,10.56
Operating Income per Share,5.32,5.59,5.99,6.01,6.90,6.33,6.65,6.90,6.57,6.99
"Basic EPS, GAAP",2.07,2.37,2.66,2.63,2.39,3.15,3.43,3.92,6.94,4.51
Basic EPS from Cont Ops,2.07,2.40,2.66,2.63,2.39,3.14,3.43,3.92,6.94,4.51
"Diluted EPS, GAAP",2.06,2.35,2.64,2.61,2.38,3.15,3.43,3.90,6.94,4.51
Diluted EPS from Cont Ops,2.06,2.39,2.64,2.61,2.38,3.14,3.43,3.90,6.94,4.51
Dividend per Share,0.84,1.21,1.34,1.47,1.62,1.77,1.95,2.15,2.35,2.57
Cash Flow per Share,5.03,6.13,6.59,7.17,8.14,7.70,7.64,7.88,7.92,6.09
Free Cash Flow per Basic Share,4.67,5.70,5.99,6.70,7.71,7.22,7.07,7.29,7.32,5.41
Cash & Equivalents per Share,0.15,0.13,0.25,0.42,0.31,0.72,0.33,3.02,0.64,0.47
Book Value per Share,-8.37,-7.21,-6.01,-4.89,-4.04,-2.56,-1.13,0.57,5.10,6.98
Tangible Book Value per Share,19.73,20.66,21.02,21.75,22.45,23.27,25.18,27.00,33.91,36.02
