,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,23295,24977,28738,47457,50793,46849,48686,51041,55470,59135
ST Debt,1951,4136,4050,4828,6331,6113,5273,4357,3847,7091
LT Debt,21344,20841,24688,42629,44462,40736,43413,46684,51623,52044
Total Debt/EBITDA,4.20,4.19,4.30,6.28,8.45,6.12,5.62,5.85,7.41,6.14
Net Debt/EBITDA,4.08,4.06,4.09,6.02,8.09,5.93,5.18,5.52,6.93,5.78
Total Debt/EBIT,7.18,6.80,6.71,10.25,19.91,11.40,9.13,10.59,15.79,10.63
Net Debt/EBIT,6.97,6.60,6.38,9.82,19.06,11.05,8.41,9.98,14.77,10.00
EBITDA to Interest Expense,6.73,7.10,7.95,5.73,3.55,4.16,4.99,4.79,4.08,4.76
EBITDA-CapEx/Interest Expense,0.10,-0.01,-0.85,0.18,-0.84,-0.19,0.64,0.71,0.13,0.84
EBIT to Interest Expense,3.94,4.37,5.10,3.51,1.51,2.23,3.07,2.65,1.91,2.75
Interest Expense,824,840,840,1317,1694,1842,1736,1821,1837,2022
Common Equity/Total Assets,21.65,19.95,18.62,13.95,12.54,11.86,13.59,13.49,12.71,12.57
Long-Term Debt/Equity (%),105.98,97.84,111.71,159.48,171.99,138.89,135.45,143.53,158.52,150.71
Long-Term Debt/Capital (%),54.51,51.49,55.07,65.85,66.96,62.36,62.59,64.68,67.60,64.88
Long-Term Debt/Total Assets (%),33.07,29.39,31.52,38.86,40.05,34.84,36.57,37.97,40.48,38.58
Total Debt/Equity (%),115.67,117.26,130.04,177.54,196.48,159.73,151.91,156.93,170.33,171.25
Total Debt/Capital (%),59.50,61.71,64.11,73.31,76.49,71.72,70.19,70.72,72.63,73.72
Total Debt/Total Assets (%),36.09,35.22,36.69,43.26,45.76,40.07,41.02,41.52,43.49,43.84
Net Debt to Equity,112.25,113.78,123.54,170.03,188.12,154.89,139.99,147.96,159.43,161.11
Net Debt/Capital (%),58.73,60.95,62.87,72.42,75.67,71.06,66.58,67.68,69.62,71.05
EBITDA,5542,5966,6677,7552,6008,7659,8666,8725,7487,9628
EBITDA-CapEx,79,-11,-716,242,-1415,-342,1111,1284,247,1705
Operating Income (Loss),3244,3673,4282,4629,2551,4110,5335,4820,3514,5564
