,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.12,0.08,0.15,0.15,0.16,0.10,0.16,0.09,0.16,0.12
Current Ratio,1.01,0.71,0.71,0.75,0.74,0.67,0.78,0.71,0.82,0.66
Quick Ratio,0.45,0.30,0.38,0.45,0.45,0.38,0.43,0.36,0.44,0.36
CFO/Avg Current Liab,0.97,0.80,0.69,0.44,0.48,0.50,0.43,0.54,0.54,0.47
Common Equity/Total Assets,21.65,19.95,18.62,13.95,12.54,11.86,13.59,13.49,12.71,12.57
Long-Term Debt/Equity (%),105.98,97.84,111.71,159.48,171.99,138.89,135.45,143.53,158.52,150.71
Long-Term Debt/Capital (%),54.51,51.49,55.07,65.85,66.96,62.36,62.59,64.68,67.60,64.88
Long-Term Debt/Total Assets (%),33.07,29.39,31.52,38.86,40.05,34.84,36.57,37.97,40.48,38.58
Total Debt/Equity (%),115.67,117.26,130.04,177.54,196.48,159.73,151.91,156.93,170.33,171.25
Total Debt/Capital (%),59.50,61.71,64.11,73.31,76.49,71.72,70.19,70.72,72.63,73.72
Total Debt/Total Assets (%),36.09,35.22,36.69,43.26,45.76,40.07,41.02,41.52,43.49,43.84
CFO/Total Liabilities,13.73,11.72,11.16,5.90,7.51,7.93,6.67,7.41,6.50,6.28
CFO/CapEx,1.12,0.97,0.85,0.67,0.86,0.87,0.77,0.90,0.85,0.80
Altman's Z-Score,1.13,1.12,1.01,0.80,0.72,0.70,0.91,0.83,0.85,0.91
