,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,5213,8056,7979,10305,13647,10299,15804,16595,16885,16239
ST Debt,1013,2689,6,1937,3707,1102,1499,9,1538,1501
LT Debt,4200,5368,7972,8368,9941,9196,14305,16587,15346,14738
Total Debt/EBITDA,0.75,1.71,1.59,1.92,2.10,1.39,2.25,2.03,1.86,1.66
Net Debt/EBITDA,0.20,0.89,0.86,1.07,1.09,0.40,1.85,1.58,1.44,1.45
Total Debt/EBIT,0.94,2.42,2.22,2.66,2.77,1.78,2.73,2.42,2.24,1.96
Net Debt/EBIT,0.25,1.26,1.20,1.48,1.44,0.51,2.24,1.89,1.73,1.71
EBITDA to Interest Expense,43.68,31.64,31.14,28.98,28.88,27.17,17.53,22.73,26.77,29.56
EBITDA-CapEx/Interest Expense,36.85,21.11,21.05,23.09,19.27,16.08,14.15,17.09,21.26,22.07
EBIT to Interest Expense,34.65,22.37,22.28,20.90,21.92,21.26,14.45,19.05,22.21,24.97
Interest Expense,160,149,161,185,225,272,401,360,340,332
Common Equity/Total Assets,50.19,46.20,46.96,43.12,32.42,27.46,14.05,18.07,19.58,21.49
Long-Term Debt/Equity (%),23.81,34.88,54.64,59.43,85.20,84.30,529.98,284.74,167.63,136.77
Long-Term Debt/Capital (%),18.33,21.26,32.28,30.86,35.12,39.24,66.80,65.80,57.66,54.58
Long-Term Debt/Total Assets (%),11.92,14.44,22.41,21.56,22.10,20.94,36.41,35.57,31.44,29.78
Total Debt/Equity (%),29.55,52.35,54.68,73.19,116.96,94.40,585.52,284.89,184.44,150.70
Total Debt/Capital (%),22.75,31.91,32.30,38.01,48.21,43.94,73.80,65.84,63.44,60.14
Total Debt/Total Assets (%),14.79,21.67,22.43,26.56,30.34,23.45,40.23,35.59,34.60,32.81
Net Debt to Equity,7.84,27.20,29.55,40.65,60.94,27.30,480.89,222.11,142.73,131.52
Net Debt/Capital (%),7.25,19.58,20.50,25.40,32.67,18.48,68.04,60.04,57.32,56.84
EBITDA,6994,4708,5020,5368,6499,7394,7022,8174,9096,9803
EBITDA-CapEx,5900,3142,3394,4276,4335,4376,5669,6144,7223,7319
Operating Income (Loss),5548,3329,3592,3871,4931,5785,5790,6850,7548,8280
