,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,213,211,153,145,153,141,142,138,143,143
Diluted Weighted Avg Shares,215,220,195,157,157,154,148,145,145,148
Basic Weighted Avg Shares,215,220,195,157,156,153,146,141,141,143
Revenue per Share,30.35,35.74,38.81,48.65,60.63,73.03,83.13,79.24,92.17,118.99
EBITDA per Share,3.20,3.05,2.53,3.37,4.15,5.39,5.92,6.44,7.48,10.34
Operating Income per Share,2.45,2.16,1.52,2.09,2.77,3.78,4.00,4.31,4.49,5.84
"Basic EPS, GAAP",1.87,1.35,1.59,1.26,2.02,1.92,2.76,3.15,3.45,3.42
Basic EPS from Cont Ops,1.96,1.44,0.67,1.27,2.04,1.94,2.79,3.20,3.49,3.57
"Diluted EPS, GAAP",1.87,1.35,1.59,1.26,2.00,1.90,2.73,3.07,3.34,3.32
Diluted EPS from Cont Ops,1.96,1.44,0.67,1.27,2.02,1.92,2.76,3.11,3.38,3.46
Dividend per Share,0,0,0,0,0,0,0.16,0.20,0.24,0.29
Cash Flow per Share,2.08,1.41,3.28,2.42,2.39,2.35,3.61,7.89,4.14,7.88
Free Cash Flow per Basic Share,0.85,0.04,2.21,1.07,0.82,0.24,1.81,6.05,1.38,4.88
Cash & Equivalents per Share,2.30,0.90,0.84,0.78,0.90,0.56,1.16,1.33,1.61,3.00
Book Value per Share,5.03,6.48,10.97,12.96,14.29,17.56,20.05,23.61,26.04,29.13
Tangible Book Value per Share,10.58,11.07,8.70,10.73,10.85,10.10,11.36,12.96,-1.49,2.47
