,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,6646,6017,3138,5043,5997,4236,5820,9840,16093,20368
- Cash & Cash Equivalents,489,191,129,112,138,79,165,185,229,429
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,7,11,2,3,4,1,4,5,5,15
+ Total Debt,3,81,482,361,672,1106,1656,1453,4002,3975
Enterprise Value,6168,5919,3494,5295,6535,5265,7314,11113,19871,23930
Total Capital,1080,1459,2162,2240,2867,3585,4514,4723,7722,8154
Total Debt/Capital (%),0.30,5.58,22.31,16.12,23.44,30.86,36.69,30.77,51.83,48.75
Total Debt / EV,0.00,0.01,0.14,0.07,0.10,0.21,0.23,0.13,0.20,0.17
EV/Sales,0.95,0.75,0.46,0.69,0.69,0.47,0.60,0.99,1.53,1.40
EV/EBITDA,8.96,8.84,7.08,9.98,10.09,6.38,8.48,12.20,18.87,16.14
EV/EBIT,11.70,12.45,11.80,16.11,15.14,9.10,12.56,18.25,31.44,28.54
EV/Cash Flow to Firm,13.76,18.85,5.42,13.58,16.70,13.76,12.74,9.65,31.20,19.60
EV/Free Cash Flow to Firm,8.66,9.61,4.08,8.79,10.28,7.47,8.74,7.87,19.40,14.50
Diluted Market Cap,6709,6270,4004,5481,6146,4630,6031,10334,16402,21089
Diluted Enterprise Value,6231,6172,4360,5734,6684,5659,7526,11608,20180,24651
EV per Share,28.96,28.07,22.85,36.59,42.62,37.31,51.38,80.36,139.32,167.42
TTM Sales,6523,7851,7572,7651,9466,11171,12112,11203,12980,17074
TTM EBITDA,689,670,494,531,648,825,862,911,1053,1483
TTM Operating Income,527,476,296,329,432,578,582,609,632,838
TTM Cash Flow to Firm,448,314,645,390,391,383,574,1152,637,1221
TTM Free Cash Flow to Firm,712,616,855,602,636,705,837,1413,1024,1651
