,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,14143,14237,12021,13585,15728,14884,21214,28174,36720,27011
- Cash & Cash Equivalents,59,114,129,113,117,167,175,246,236,230
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,0,90,365,390,415,500,591,650,637,802
Enterprise Value,14084,14213,12257,13862,16026,15217,21630,28578,37121,27583
Total Capital,1692,1979,2211,2333,2529,2845,3227,3343,3614,4027
Total Debt/Capital (%),0,4.55,16.51,16.72,16.41,17.58,18.30,19.45,17.62,19.92
Total Debt / EV,0,0.01,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03
EV/Sales,4.23,3.81,3.17,3.50,3.65,3.06,4.06,5.06,6.18,3.95
EV/EBITDA,18.15,16.54,13.41,15.41,15.90,13.38,17.95,21.94,26.74,16.92
EV/EBIT,19.78,18.07,14.81,17.43,18.20,15.24,20.48,25.06,30.49,18.98
EV/Cash Flow to Firm,33.84,28.43,22.33,26.75,27.11,22.25,25.35,25.77,47.74,28.98
EV/Free Cash Flow to Firm,22.62,20.61,17.41,19.59,22.54,17.69,19.67,22.37,39.74,24.51
Diluted Market Cap,14188,14307,12123,13585,15767,14952,21224,28248,36826,27237
Diluted Enterprise Value,14129,14282,12359,13862,16065,15284,21640,28653,37226,27809
EV per Share,23.73,24.02,21.16,23.97,27.86,26.61,37.67,49.77,64.51,48.32
TTM Sales,3326,3734,3869,3962,4391,4965,5334,5647,6011,6981
TTM EBITDA,776,859,914,899,1008,1137,1205,1303,1388,1630
TTM Operating Income,712,787,827,795,881,999,1056,1140,1217,1454
TTM Cash Flow to Firm,416,500,549,518,591,684,853,1109,778,952
TTM Free Cash Flow to Firm,623,689,704,708,711,860,1100,1277,934,1126
