,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),28.28,27.60,27.65,26.37,28.53,33.73,31.75,32.24,32.63,35.06
Return on Assets (%),23.06,22.28,21.11,19.21,20.74,24.13,22.21,22.13,22.39,24.57
Return on Capital (%),28.29,26.95,24.74,22.17,24.05,28.35,26.40,26.38,26.81,28.74
Return on Invested Capital (%),26.31,25.90,24.50,21.98,24.01,28.39,25.96,25.67,25.96,28.29
Gross Margin (%),51.70,50.82,50.37,49.59,49.28,48.32,47.16,45.47,46.20,46.07
EBITDA Margin (%),23.34,23.02,23.62,22.70,22.96,22.90,22.59,23.07,23.09,23.35
Operating Margin (%),21.41,21.07,21.38,20.07,20.06,20.11,19.80,20.19,20.25,20.82
Incremental Operating Margin (%),20.11,18.31,30.01,-34.50,19.95,20.52,15.55,26.91,21.18,24.36
Pretax Margin (%),21.45,21.09,21.35,19.93,19.89,19.88,19.57,20.06,20.09,20.63
Profit Margin (%),13.49,13.24,13.35,12.61,13.18,15.14,14.83,15.21,15.39,15.57
Net Income to Common Margin (%),13.49,13.24,13.35,12.61,13.18,15.14,14.83,15.21,15.39,15.57
Effective Tax Rate (%),37.12,37.25,37.49,36.75,33.73,23.82,24.22,24.15,23.41,24.52
Dvd Payout Ratio (%),52.93,60.02,63.35,69.39,63.79,58.77,63.04,93.52,69.59,65.44
Sustainable Growth Rate (%),13.31,11.03,10.13,8.07,10.33,13.91,11.74,2.09,9.92,12.11
