,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,1397,1996,3493,4205,3442,4310,4173,4120,6684,5703
ST Debt,0,0,0,611,12,152,139,501,300,1070
LT Debt,1397,1996,3493,3594,3430,4159,4034,3618,6384,4632
Total Debt/EBITDA,1.18,1.42,2.16,1.90,1.40,1.96,1.66,1.69,1.99,1.65
Net Debt/EBITDA,0.14,0.13,0.82,0.66,0.42,0.83,0.32,-0.20,1.23,0.67
Total Debt/EBIT,1.38,1.65,2.55,2.31,1.70,2.56,2.07,2.03,2.35,2.07
Net Debt/EBIT,0.16,0.15,0.97,0.81,0.51,1.08,0.40,-0.24,1.45,0.84
EBITDA to Interest Expense,16.00,18.25,16.34,15.79,16.89,12.58,15.91,17.71,18.40,16.44
EBITDA-CapEx/Interest Expense,13.27,14.81,14.00,12.47,13.68,10.65,13.94,15.03,16.00,14.08
EBIT to Interest Expense,13.69,15.74,13.82,12.98,13.91,9.66,12.76,14.75,15.58,13.07
Interest Expense,74,77,99,140,145,175,158,138,183,211
Common Equity/Total Assets,7.99,7.31,4.27,6.87,6.79,9.88,10.82,1.19,2.92,5.27
Long-Term Debt/Equity (%),60.21,101.98,551.37,168.79,162.21,136.35,134.77,0,1092.33,6499.46
Long-Term Debt/Capital (%),48.03,55.92,74.68,55.19,58.73,51.02,47.32,75.07,73.22,51.66
Long-Term Debt/Total Assets (%),7.38,9.27,12.59,10.70,9.71,11.04,10.30,8.23,11.13,8.19
Total Debt/Equity (%),60.21,101.98,551.37,197.49,162.79,141.32,139.41,-490.63,1143.70,8001.39
Total Debt/Capital (%),48.03,55.92,74.68,64.58,58.94,52.88,48.95,85.47,76.66,63.60
Total Debt/Total Assets (%),7.38,9.27,12.59,12.52,9.75,11.44,10.65,9.37,11.66,10.08
Net Debt to Equity,7.14,9.56,209.24,68.73,48.34,59.60,26.68,56.96,707.85,3247.57
Net Debt/Capital (%),9.88,10.63,52.81,38.82,29.88,32.12,15.50,-215.15,67.03,41.50
EBITDA,1183,1403,1618,2209,2452,2197,2510,2442,3359,3463
EBITDA-CapEx,980,1138,1386,1744,1986,1861,2200,2072,2920,2967
Operating Income (Loss),1012,1210,1368,1817,2020,1687,2012,2034,2844,2754
