,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,32063,34135,21944,19814,24697,15787,14295,9922,15285,11091
- Cash & Cash Equivalents,6323,7596,8368,8483,8750,6911,5958,3958,4647,4783
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,734,863,714,654,2258,1352,1464,1401,1520,2350
+ Total Debt,2295,2149,2155,2083,1098,729,748,4972,7589,9363
Enterprise Value,28769,29551,16445,14067,19303,10957,10550,12337,19747,18021
Total Capital,13096,14714,15025,15020,16260,12351,12550,16895,20710,23808
Total Debt/Capital (%),17.52,14.61,14.34,13.87,6.75,5.90,5.96,29.43,36.64,39.32
Total Debt / EV,0.08,0.07,0.13,0.15,0.06,0.07,0.07,0.40,0.38,0.52
EV/Sales,3.60,3.48,2.07,2.13,3.02,1.73,1.83,2.22,2.34,2.18
EV/EBITDA,9.54,8.91,5.26,5.74,8.23,4.99,6.39,10.48,9.03,8.38
EV/EBIT,9.85,9.17,5.43,5.95,8.52,5.17,6.77,11.76,10.53,10.16
EV/Cash Flow to Firm,13.90,13.61,7.21,7.98,16.48,4.88,48.02,11.78,14.98,8.87
EV/Free Cash Flow to Firm,13.50,13.28,7.00,7.56,15.49,4.66,23.27,10.72,14.13,8.49
Diluted Market Cap,32225,34261,22358,20281,24886,16361,14438,9868,14944,10862
Diluted Enterprise Value,28931,29677,16859,14535,19491,11531,10693,12283,19405,17793
EV per Share,45.60,47.44,27.25,24.66,34.79,21.11,21.13,24.92,39.35,36.07
TTM Sales,7985,8491,7949,6618,6392,6319,5775,5567,8426,8275
TTM EBITDA,3015,3316,3125,2453,2345,2195,1651,1177,2186,2152
TTM Operating Income,2921,3221,3028,2366,2264,2119,1557,1049,1875,1774
TTM Cash Flow to Firm,2069,2172,2280,1763,1172,2246,220,1047,1319,2032
TTM Free Cash Flow to Firm,2132,2225,2348,1860,1246,2353,453,1151,1398,2123
