,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,14.96,14.36,10.98,11.75,14.66,21.38,12.06,12.34,8.15,8.40
Price/Earnings Average,13.93,14.31,15.33,12.36,13.62,26.28,13.36,13.87,7.57,10.86
Price/Earnings High,16.65,15.43,17.95,14.28,15.69,32.31,15.09,18.02,9.62,14.48
Price/Earnings Low,12.17,12.97,10.92,10.33,10.87,21.06,10.77,9.18,4.81,8.32
Price/Book Value,3.18,2.92,1.81,1.61,1.91,1.54,1.38,0.94,1.32,0.92
Price/Book Value Average,2.97,2.91,2.52,1.70,1.78,1.89,1.53,1.06,1.22,1.19
Price/Book Value High,3.54,3.13,2.95,1.96,2.05,2.32,1.73,1.38,1.55,1.58
Price/Book Value Low,2.59,2.63,1.79,1.42,1.42,1.51,1.23,0.70,0.78,0.91
Price/Tangible Book Value,3.80,3.37,2.13,1.91,1.95,1.77,1.71,4.72,4.27,3.74
Price/Tangible Book Value Average,3.53,3.36,2.97,2.01,1.81,2.18,1.89,5.31,3.97,4.84
Price/Tangible Book Value High,4.22,3.62,3.48,2.32,2.09,2.68,2.14,6.90,5.04,6.45
Price/Tangible Book Value Low,3.09,3.05,2.12,1.68,1.45,1.74,1.52,3.51,2.52,3.71
Price/Sales,4.03,4.03,2.81,3.06,3.89,2.59,2.50,1.77,1.77,1.31
Price/Sales Average,3.75,4.02,3.93,3.23,3.62,3.18,2.77,1.99,1.65,1.70
Price/Sales High,4.48,4.33,4.60,3.73,4.17,3.91,3.12,2.59,2.09,2.26
Price/Sales Low,3.28,3.64,2.80,2.70,2.89,2.55,2.23,1.32,1.04,1.30
Price/Cash Flow,15.80,16.01,9.93,11.74,21.91,7.33,71.52,9.65,11.98,5.54
Price/Cash Flow Average,14.72,15.96,13.85,12.36,20.36,9.01,79.27,10.84,11.13,7.17
Price/Cash Flow High,17.58,17.20,16.22,14.27,23.45,11.08,89.48,14.10,14.14,9.56
Price/Cash Flow Low,12.86,14.46,9.87,10.33,16.25,7.22,63.87,7.18,7.07,5.49
Price/Free Cash Flow,15.36,15.64,9.63,11.11,20.56,7.00,33.17,8.77,11.28,5.31
Price/Free Cash Flow Average,14.30,15.58,13.45,11.70,19.11,8.61,36.76,9.86,10.48,6.87
Price/Free Cash Flow High,17.09,16.80,15.75,13.51,22.01,10.58,41.50,12.81,13.31,9.15
Price/Free Cash Flow Low,12.49,14.12,9.58,9.77,15.25,6.90,29.62,6.53,6.66,5.26
EV/Sales,3.60,3.48,2.07,2.13,3.02,1.73,1.83,2.22,2.34,2.18
EV/Sales Average,3.33,3.47,3.16,2.28,2.75,2.31,2.10,2.44,2.21,2.57
EV/Sales High,4.05,3.78,3.82,2.77,3.29,3.01,2.45,3.04,2.67,3.15
EV/Sales Low,2.85,3.09,2.05,1.77,2.02,1.70,1.56,1.76,1.60,2.16
EV/EBITDA,9.54,8.91,5.26,5.74,8.23,4.99,6.39,10.48,9.03,8.38
EV/EBITDA Average,8.81,8.88,8.04,6.16,7.49,6.64,7.33,11.52,8.54,9.89
EV/EBITDA High,10.74,9.68,9.72,7.48,8.98,8.67,8.57,14.36,10.29,12.11
EV/EBITDA Low,7.56,7.91,5.22,4.76,5.51,4.88,5.47,8.32,6.17,8.33
EV/EBIT,9.85,9.17,5.43,5.95,8.52,5.17,6.77,11.76,10.53,10.16
EV/EBIT Average,9.09,9.14,8.30,6.39,7.76,6.88,7.77,12.93,9.95,12.00
EV/EBIT High,11.08,9.96,10.03,7.75,9.29,8.98,9.08,16.12,12.00,14.68
EV/EBIT Low,7.80,8.15,5.39,4.94,5.71,5.06,5.79,9.34,7.19,10.10
Last Price,50.82,54.80,36.36,34.74,44.51,30.41,28.63,20.04,30.46,22.20
High Price,56.54,58.87,59.43,42.23,47.65,45.96,35.82,29.27,35.94,38.27
Low Price,41.34,49.49,36.15,30.56,33.02,29.95,25.57,14.91,17.97,21.99
Enterprise Value,28769,29551,16445,14067,19303,10957,10550,12337,19747,18021
Enterprise Value Average,26559,29438,25130,15109,17560,14575,12098,13564,18662,21278
Enterprise Value High,32378,32086,30369,18339,21045,19029,14140,16907,22497,26049
Enterprise Value Low,22786,26243,16319,11683,12927,10718,9022,9797,13479,17916
