,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,631,623,604,570,555,519,499,495,502,500
Diluted Weighted Avg Shares,634,625,615,584,559,538,504,492,491,489
Basic Weighted Avg Shares,633,625,615,584,559,537,504,492,490,489
Revenue per Share,12.61,13.59,12.93,11.34,11.44,11.76,11.47,11.32,17.20,16.93
EBITDA per Share,4.76,5.31,5.08,4.20,4.20,4.08,3.28,2.39,4.46,4.40
Operating Income per Share,4.61,5.16,4.92,4.05,4.05,3.94,3.09,2.13,3.83,3.63
"Basic EPS, GAAP",3.40,3.82,3.31,2.96,3.04,1.42,2.37,1.62,3.74,2.64
Basic EPS from Cont Ops,3.43,3.86,3.42,3.01,3.20,1.38,2.39,1.60,4.28,2.73
"Diluted EPS, GAAP",3.39,3.81,3.31,2.96,3.03,1.42,2.37,1.62,3.73,2.64
Diluted EPS from Cont Ops,3.42,3.86,3.42,3.01,3.20,1.38,2.39,1.60,4.27,2.72
Dividend per Share,1.39,0.46,1.08,0.70,0.79,3.94,1.03,1.08,1.14,1.19
Cash Flow per Share,3.22,3.42,3.66,2.96,2.03,4.15,0.40,2.08,2.54,4.00
Free Cash Flow per Basic Share,3.12,3.34,3.55,2.79,1.90,3.95,-0.06,1.87,2.38,3.82
Cash & Equivalents per Share,10.02,12.19,13.87,14.87,15.77,13.31,11.93,7.99,9.26,9.57
Book Value per Share,15.96,18.79,20.14,21.54,23.26,19.78,20.71,21.25,23.12,24.21
Tangible Book Value per Share,13.39,16.25,17.06,18.20,22.80,17.18,16.78,4.24,7.13,5.93
